"","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
"2320","South_Carolina","Allendale",13,3976,1,-47,1,-47,NA,NA,6,144
"2321","South_Carolina","Anderson",674,32033,57,545,235,51823,37,7690972,75,1689
"2322","South_Carolina","Bamberg",52,6891,10,181,25,807,7,2566500,15,148
"2323","South_Carolina","Barnwell",73,2493,5,107,32,108543,4,1505630,15,945
"2324","South_Carolina","Beaufort",20,427,3,-47,16,1266,4,123,6,56
"2325","South_Carolina","Berkeley",44,496,25,334,60,1476,10,740,13,96
"2326","South_Carolina","Calhoun",50,1468,12,142,30,1082,13,2700830,2,-47
"2327","South_Carolina","Charleston",50,1438,7,75,43,1199,4,195,21,399
"2328","South_Carolina","Cherokee",168,7210,14,53,66,2100,6,-47,15,193
"2329","South_Carolina","Chester",216,13792,17,170,93,49320,1,-47,5,95
"2330","South_Carolina","Chesterfield",151,7591,22,119,57,174941,8,-47,9,193
"2331","South_Carolina","Clarendon",71,3060,20,26174,29,899,20,11711330,8,84
"2332","South_Carolina","Colleton",142,4668,49,665,105,3468,8,-47,14,131
"2333","South_Carolina","Darlington",40,2858,15,104,34,-47,5,2227242,7,70
"2334","South_Carolina","Dillon",31,3380,16,63135,5,164,10,16790000,8,44
"2335","South_Carolina","Dorchester",84,1959,31,-47,59,21714,12,3320196,7,103
"2336","South_Carolina","Edgefield",93,4823,12,100,82,1688,12,4237120,17,274
"2337","South_Carolina","Fairfield",72,3266,3,-47,58,1489,4,160,11,189
"2338","South_Carolina","Florence",57,1422,17,196,60,1551,NA,NA,NA,NA
"2339","South_Carolina","Georgetown",18,414,NA,NA,28,1163,3,3,2,-47
"2340","South_Carolina","Greenville",267,4645,53,877,196,7600,13,6540,29,419
"2341","South_Carolina","Greenwood",223,9345,9,110,88,-47,8,3040,16,314
"2342","South_Carolina","Hampton",20,616,9,236,30,946,1,-47,2,-47
"2343","South_Carolina","Horry",112,4517,29,20065,91,2219,10,1225300,13,176
"2344","South_Carolina","Jasper",26,436,11,208,15,689,2,-47,NA,NA
"2345","South_Carolina","Kershaw",87,3999,7,44,88,3006140,6,180,1,-47
"2346","South_Carolina","Lancaster",204,9382,19,191,88,1885,3,1772664,7,92
"2347","South_Carolina","Laurens",325,19579,17,116,121,-47,10,6966228,33,1020
"2348","South_Carolina","Lee",37,2099,16,230,42,1114,10,6177700,2,-47
"2349","South_Carolina","Lexington",172,4921,31,596,161,-47,87,37755139,15,223
"2350","South_Carolina","McCormick",37,2227,1,-47,17,502,NA,NA,4,72
"2351","South_Carolina","Marion",38,1614,1,-47,15,347,NA,NA,12,236
"2352","South_Carolina","Marlboro",37,1301,9,2951,14,241,15,6866000,8,66
"2353","South_Carolina","Newberry",217,20360,30,290,101,-47,26,15653389,21,450
"2354","South_Carolina","Oconee",344,11439,18,304,125,32733,52,28078024,13,202
"2355","South_Carolina","Orangeburg",120,6110,37,-47,78,412274,43,20167425,14,424
"2356","South_Carolina","Pickens",225,6304,35,541,184,6434,11,821,35,519
"2357","South_Carolina","Richland",75,2493,14,299,59,2613,8,479,1,-47
"2358","South_Carolina","Saluda",301,25964,18,132,52,-47,49,31278752,18,179
"2359","South_Carolina","Spartanburg",334,11881,61,401,283,7983,16,1356,68,1190
"2360","South_Carolina","Sumter",74,6266,13,558,36,-47,7,2940000,3,-47
"2361","South_Carolina","Union",141,7125,11,118,52,1156,2,-47,5,26
"2362","South_Carolina","Williamsburg",66,1684,21,-47,51,1450,NA,NA,8,88
"2363","South_Carolina","York",329,14245,25,-47,162,4880,16,336,44,757
"2364","South_Dakota","South Dakota",11304,3478908,548,2039066,1694,1026877,125,77046,1233,231246
"2365","South_Dakota","Aurora",170,39817,1,-47,21,-47,NA,NA,24,4958
"2366","South_Dakota","Beadle",289,79222,8,56997,37,1296,5,15870,23,3833
"2367","South_Dakota","Bennett",132,53176,1,-47,6,146,NA,NA,NA,NA
"2368","South_Dakota","Bon Homme",186,43798,10,-47,9,520,NA,NA,8,2070
"2369","South_Dakota","Brookings",212,78535,27,119605,54,857,10,464,62,4841
"2370","South_Dakota","Brown",209,41937,14,-47,45,1315,1,-47,46,3263
"2371","South_Dakota","Brule",175,78576,13,25033,14,766,NA,NA,17,892
"2372","South_Dakota","Buffalo",27,31342,NA,NA,NA,NA,NA,NA,1,-47
"2373","South_Dakota","Butte",314,82012,15,82,63,1159,1,-47,110,38261
"2374","South_Dakota","Campbell",88,28084,1,-47,2,-47,NA,NA,4,2358
"2375","South_Dakota","Charles Mix",282,77246,24,174817,23,759,3,-47,18,2547
"2376","South_Dakota","Clark",179,49352,10,146975,25,1616,1,-47,29,1545
"2377","South_Dakota","Clay",63,8438,7,-47,22,217,NA,NA,29,1903
"2378","South_Dakota","Codington",148,39781,14,15382,38,1085,19,1554,34,40649
"2379","South_Dakota","Corson",182,103283,2,-47,12,180,NA,NA,9,357
"2380","South_Dakota","Custer",222,27988,3,-47,58,1026,2,-47,2,-47
"2381","South_Dakota","Davison",147,16720,13,119558,32,587,NA,NA,23,2664
"2382","South_Dakota","Day",132,23951,4,2024,25,446,1,-47,7,334
"2383","South_Dakota","Deuel",208,58355,8,-47,31,671,NA,NA,26,2139
"2384","South_Dakota","Dewey",235,71834,NA,NA,10,239,NA,NA,5,244
"2385","South_Dakota","Douglas",132,33117,13,87020,25,-47,6,918,26,4879
"2386","South_Dakota","Edmunds",125,43510,7,51935,9,-47,1,-47,6,700
"2387","South_Dakota","Fall River",224,76659,7,156,63,3004,5,232,21,2328
"2388","South_Dakota","Faulk",121,51884,5,71228,12,442,1,-47,8,700
"2389","South_Dakota","Grant",216,74602,14,24920,46,1331,1,-47,28,1704
"2390","South_Dakota","Gregory",239,75165,6,-47,26,1077,6,225,6,458
"2391","South_Dakota","Haakon",171,63364,2,-47,7,152,NA,NA,7,1156
"2392","South_Dakota","Hamlin",108,41153,15,15777,34,903,3,60,32,1897
"2393","South_Dakota","Hand",164,91822,8,-47,8,193,NA,NA,12,1534
"2394","South_Dakota","Hanson",112,20056,8,76816,30,1512,2,-47,14,509
"2395","South_Dakota","Harding",209,77072,NA,NA,19,300,NA,NA,45,30346
"2396","South_Dakota","Hughes",94,22308,8,-47,46,786,NA,NA,11,1203
"2397","South_Dakota","Hutchinson",284,56463,41,129286,34,1165,7,-47,32,5818
"2398","South_Dakota","Hyde",98,57894,2,-47,7,200,NA,NA,7,1180
"2399","South_Dakota","Jackson",197,51292,5,210,16,293,NA,NA,7,326
"2400","South_Dakota","Jerauld",78,37930,3,-47,9,170,NA,NA,11,996
"2401","South_Dakota","Jones",103,46663,2,-47,3,69,NA,NA,4,660
"2402","South_Dakota","Kingsbury",119,41870,3,-47,28,-47,1,-47,21,5459
"2403","South_Dakota","Lake",125,28139,24,92699,8,103,1,-47,13,2518
"2404","South_Dakota","Lawrence",133,23073,8,54,32,608,3,-47,3,104
"2405","South_Dakota","Lincoln",165,31311,18,53788,64,2985,NA,NA,26,638
"2406","South_Dakota","Lyman",149,62008,3,-47,10,177,NA,NA,5,21
"2407","South_Dakota","McCook",175,30338,11,77207,46,1485,NA,NA,45,2268
"2408","South_Dakota","McPherson",143,68182,5,48023,19,890,1,-47,8,1476
"2409","South_Dakota","Marshall",177,77507,7,51078,19,-47,2,-47,12,1838
"2410","South_Dakota","Meade",516,132866,19,161,92,2614,5,100,50,6646
"2411","South_Dakota","Mellette",176,64598,4,-47,14,1361,2,-47,4,354
"2412","South_Dakota","Miner",152,36086,4,-47,8,-47,NA,NA,19,3330
"2413","South_Dakota","Minnehaha",297,73035,19,32361,76,2074,4,190,32,1652
"2414","South_Dakota","Moody",129,43176,8,68508,31,769,8,448,30,1295
"2415","South_Dakota","Oglala Lakota",122,42001,3,69,9,131,3,2175,NA,NA
"2416","South_Dakota","Pennington",337,62931,9,52,108,2880,13,396,13,156
"2417","South_Dakota","Perkins",276,105283,5,75,21,472,NA,NA,28,7982
"2418","South_Dakota","Potter",54,17832,1,-47,2,-47,NA,NA,NA,NA
"2419","South_Dakota","Roberts",201,35068,9,11516,26,-47,NA,NA,18,916
"2420","South_Dakota","Sanborn",106,34027,13,-47,21,433,NA,NA,22,3009
"2421","South_Dakota","Spink",208,76093,10,47063,12,305,NA,NA,9,1101
"2422","South_Dakota","Stanley",88,22350,NA,NA,7,98,NA,NA,1,-47
"2423","South_Dakota","Sully",55,33608,2,-47,6,142,NA,NA,3,394
"2424","South_Dakota","Todd",128,57096,NA,NA,10,282,NA,NA,1,-47
"2425","South_Dakota","Tripp",319,145705,8,13775,13,249,NA,NA,14,-47
"2426","South_Dakota","Turner",219,49307,23,79976,25,3171,3,1225,49,6239
"2427","South_Dakota","Union",103,19046,3,-47,18,271,1,-47,17,639
"2428","South_Dakota","Walworth",68,31201,1,-47,6,202,2,-47,11,398
"2429","South_Dakota","Yankton",161,35951,7,20190,34,2218,1,-47,15,1014
"2430","South_Dakota","Ziebach",128,44819,NA,NA,8,117,NA,NA,10,3371
"2431","Tennessee","Tennessee",29742,1636047,1643,281105,8886,2520707,664,189393169,2083,54827
"2432","Tennessee","Anderson",190,6438,22,75,81,1736,1,-47,19,248
"2433","Tennessee","Bedford",671,51325,22,153,131,-47,21,20869909,43,2405
"2434","Tennessee","Benton",105,4252,24,187,74,1717,8,17,11,227
"2435","Tennessee","Bledsoe",280,21005,5,63,73,381888,5,-47,21,526
"2436","Tennessee","Blount",452,26823,19,89,181,4487,9,1013,32,1098
"2437","Tennessee","Bradley",387,20552,12,66,89,183340,38,25483204,13,84
"2438","Tennessee","Campbell",172,6741,13,49,51,957,1,-47,10,210
"2439","Tennessee","Cannon",267,11960,8,149,92,1959,15,470,21,627
"2440","Tennessee","Carroll",206,8345,10,-47,69,135112,5,1202012,27,398
"2441","Tennessee","Carter",196,10499,7,14,54,641,7,70,10,117
"2442","Tennessee","Cheatham",171,5856,4,19,77,2193,5,-47,10,228
"2443","Tennessee","Chester",127,6923,4,6,42,975,NA,NA,2,-47
"2444","Tennessee","Claiborne",576,29322,16,112,98,3161,12,524,28,892
"2445","Tennessee","Clay",203,12926,7,67,37,-47,16,6943212,6,341
"2446","Tennessee","Cocke",307,10985,19,216,99,1921,8,6076500,23,632
"2447","Tennessee","Coffee",359,27078,27,209,104,2741,6,-47,17,490
"2448","Tennessee","Crockett",74,5921,2,-47,14,299,NA,NA,2,-47
"2449","Tennessee","Cumberland",379,24145,40,1594,154,3565,9,1012,25,1353
"2450","Tennessee","Davidson",95,3911,13,100,57,2519,7,275,5,99
"2451","Tennessee","Decatur",146,8084,4,-47,40,1302,2,-47,11,492
"2452","Tennessee","DeKalb",322,16551,8,36,70,1364,3,660,18,421
"2453","Tennessee","Dickson",451,16994,36,261,171,3509,9,183,41,503
"2454","Tennessee","Dyer",91,6348,13,-47,28,662,NA,NA,5,99
"2455","Tennessee","Fayette",215,15031,12,-47,82,2059,2,-47,10,181
"2456","Tennessee","Fentress",308,35972,12,164,81,1796,13,5736096,24,849
"2457","Tennessee","Franklin",327,14917,13,101,83,-47,9,9130052,16,307
"2458","Tennessee","Gibson",172,13393,7,96,38,10699,3,-47,7,199
"2459","Tennessee","Giles",803,55682,14,208,169,124167,5,-47,30,699
"2460","Tennessee","Grainger",522,21415,19,179,105,2371,3,75,29,728
"2461","Tennessee","Greene",1338,61044,45,289,300,5645,19,3024471,79,2090
"2462","Tennessee","Grundy",95,5185,8,24,44,-47,7,3477881,14,641
"2463","Tennessee","Hamblen",285,13066,16,179,56,1214,5,-47,8,189
"2464","Tennessee","Hamilton",213,8569,18,50,98,22863,6,4785330,13,202
"2465","Tennessee","Hancock",235,12418,4,12,45,1198,3,22,12,168
"2466","Tennessee","Hardeman",171,8461,10,322,66,1637,3,-47,14,224
"2467","Tennessee","Hardin",226,10826,15,205,51,1429,2,-47,11,226
"2468","Tennessee","Hawkins",733,28323,50,339,212,4298,12,1850930,45,1745
"2469","Tennessee","Haywood",59,NA,3,7,13,208,NA,NA,3,40
"2470","Tennessee","Henderson",260,17529,10,561,62,2525,2,-47,13,507
"2471","Tennessee","Henry",275,13907,37,116889,87,56626,18,4120660,15,577
"2472","Tennessee","Hickman",314,17856,19,153,115,3143,2,-47,53,890
"2473","Tennessee","Houston",179,13611,10,77,40,1479,NA,NA,4,73
"2474","Tennessee","Humphreys",276,15801,14,180,91,1985,NA,NA,6,79
"2475","Tennessee","Jackson",252,11235,14,113,80,1983,2,-47,11,526
"2476","Tennessee","Jefferson",487,23159,24,532,115,2657,6,-47,28,592
"2477","Tennessee","Johnson",193,5069,11,33,47,887,NA,NA,15,273
"2478","Tennessee","Knox",373,11623,35,181,157,5866,16,1285,58,1260
"2479","Tennessee","Lake",1,NA,4,168,NA,NA,NA,NA,NA,NA
"2480","Tennessee","Lauderdale",82,8168,1,-47,26,489,NA,NA,10,183
"2481","Tennessee","Lawrence",672,42232,44,1481,182,438897,3,-47,26,627
"2482","Tennessee","Lewis",119,3855,14,111,60,2680,5,166,12,254
"2483","Tennessee","Lincoln",807,69050,40,555,183,26666,10,18859135,30,639
"2484","Tennessee","Loudon",263,17111,27,188,112,2277,1,-47,18,218
"2485","Tennessee","McMinn",511,25748,27,2059,168,4396,14,10772100,35,699
"2486","Tennessee","McNairy",239,8537,15,290,59,-47,4,1040,11,315
"2487","Tennessee","Macon",487,24544,18,89,79,-47,16,2602610,15,283
"2488","Tennessee","Madison",109,4693,7,57,50,1661,4,200,8,141
"2489","Tennessee","Marion",152,6633,9,135,62,6301,16,5458466,28,537
"2490","Tennessee","Marshall",501,31166,38,337,148,3590,13,13091330,30,2012
"2491","Tennessee","Maury",679,38692,41,331,248,5782,23,3565,64,841
"2492","Tennessee","Meigs",173,9219,10,45,35,630,4,475,6,180
"2493","Tennessee","Monroe",440,31274,11,44,123,2432,4,230920,22,310
"2494","Tennessee","Montgomery",309,21537,35,27392,109,2363,3,-47,28,341
"2495","Tennessee","Moore",164,20482,2,-47,34,596,1,-47,11,270
"2496","Tennessee","Morgan",216,12591,19,83,76,9867,6,1350046,13,270
"2497","Tennessee","Obion",139,12678,5,20515,25,-47,9,5903990,13,406
"2498","Tennessee","Overton",541,34160,33,1970,133,2660,7,267,30,897
"2499","Tennessee","Perry",71,2450,12,148,40,783,NA,NA,19,409
"2500","Tennessee","Pickett",141,9704,4,26,18,373,7,2549000,NA,NA
"2501","Tennessee","Polk",144,6819,12,96,57,40952,22,13414675,15,268
"2502","Tennessee","Putnam",381,16089,9,48,142,3403,9,513,35,713
"2503","Tennessee","Rhea",217,10940,8,-47,56,-47,2,-47,11,185
"2504","Tennessee","Roane",279,7164,27,181,125,2948,8,1811,23,526
"2505","Tennessee","Robertson",442,32165,36,197,157,3539,4,1112,37,893
"2506","Tennessee","Rutherford",549,19867,39,215,235,5463,18,1248,78,1486
"2507","Tennessee","Scott",110,2236,NA,NA,35,736,3,90,13,190
"2508","Tennessee","Sequatchie",107,7423,10,150,33,642,3,104,7,250
"2509","Tennessee","Sevier",230,9291,12,50,67,2476,3,2100,15,238
"2510","Tennessee","Shelby",99,NA,13,92,77,1852,8,634,11,200
"2511","Tennessee","Smith",482,21816,14,116,103,1804,4,-47,27,244
"2512","Tennessee","Stewart",137,5742,17,142,44,1414,5,586,3,-47
"2513","Tennessee","Sullivan",500,24321,24,115,172,2922,5,-47,56,1789
"2514","Tennessee","Sumner",571,27025,31,123,197,3860,8,67,35,1195
"2515","Tennessee","Tipton",134,7542,4,144,49,1010,NA,NA,16,592
"2516","Tennessee","Trousdale",157,8863,4,14,37,1433,2,-47,10,296
"2517","Tennessee","Unicoi",34,472,NA,NA,16,367,3,60,3,180
"2518","Tennessee","Union",267,10697,17,90,75,1875,8,158,22,274
"2519","Tennessee","Van Buren",145,7639,12,91,63,-47,15,2220,36,1138
"2520","Tennessee","Warren",499,31722,29,1478,148,3312,2,-47,52,3552
"2521","Tennessee","Washington",687,38648,37,149,199,3996,3,20,42,977
"2522","Tennessee","Wayne",389,26309,13,-47,89,479501,2,-47,16,530
"2523","Tennessee","Weakley",207,13219,25,74395,55,126670,21,12743413,18,568
"2524","Tennessee","White",481,31416,21,97,121,2201,5,674,57,1367
"2525","Tennessee","Williamson",453,24064,20,250,165,3979,8,1585,39,869
"2526","Tennessee","Wilson",687,26792,38,157,276,7015,18,-47,59,1572
"2527","Texas","Texas",131815,12543300,5837,1188820,30288,24478507,2086,709585824,12344,612917
"2528","Texas","Anderson",1011,54772,41,-47,216,3936,32,20933174,38,460
"2529","Texas","Andrews",64,11360,4,46,29,592,2,-47,17,411
"2530","Texas","Angelina",370,11778,37,317,133,28745,13,10426259,10,88
"2531","Texas","Aransas",52,2099,2,-47,17,854,NA,NA,3,182
"2532","Texas","Archer",342,74444,6,42,41,827,NA,NA,17,1180
"2533","Texas","Armstrong",98,38091,4,25,7,126,NA,NA,NA,NA
"2534","Texas","Atascosa",1185,65442,29,474,182,4667,14,480,62,1594
"2535","Texas","Austin",1295,61617,37,161,213,6255,8,66,47,905
"2536","Texas","Bailey",100,128705,16,247,15,226,NA,NA,30,1195
"2537","Texas","Bandera",276,5300,18,439,155,3084,12,138,90,2300
"2538","Texas","Bastrop",1256,46801,55,290,268,6236,19,900327,91,1610
"2539","Texas","Baylor",153,44569,11,20,4,75,NA,NA,6,114
"2540","Texas","Bee",551,30262,15,67,88,2891,3,875,14,742
"2541","Texas","Bell",1193,51483,80,1129,402,8730,24,550,197,6284
"2542","Texas","Bexar",1258,31702,84,2361,335,9061,15,2495,187,7240
"2543","Texas","Blanco",396,15356,27,156,119,1796,NA,NA,88,2997
"2544","Texas","Borden",53,13175,4,69,4,39,NA,NA,2,-47
"2545","Texas","Bosque",866,47253,23,898,204,3664,17,-47,108,2705
"2546","Texas","Bowie",751,59834,30,196,158,5773,9,9285068,23,509
"2547","Texas","Brazoria",1552,59766,91,2600,419,198431,26,-47,64,1160
"2548","Texas","Brazos",735,51794,17,1188,101,-47,7,-47,26,2506
"2549","Texas","Brewster",113,23891,2,-47,15,905,NA,NA,4,166
"2550","Texas","Briscoe",72,45616,6,24,2,-47,NA,NA,1,-47
"2551","Texas","Brooks",211,19494,11,35,21,455,3,9,15,130
"2552","Texas","Brown",1019,34968,38,530,200,5239,NA,NA,203,10528
"2553","Texas","Burleson",1155,61788,19,469,201,233196,14,4701830,35,1093
"2554","Texas","Burnet",871,24265,28,168,302,6150,5,-47,145,3674
"2555","Texas","Caldwell",900,35822,29,144,136,-47,4,-47,69,1802
"2556","Texas","Calhoun",144,12737,12,95,45,863,NA,NA,16,431
"2557","Texas","Callahan",623,33909,33,171,141,4079,3,30,65,4067
"2558","Texas","Cameron",486,9645,66,299,179,5620,15,462,119,2648
"2559","Texas","Camp",251,22087,27,192,57,-47,21,11224497,12,86
"2560","Texas","Carson",104,13539,4,50,10,591,1,-47,5,180
"2561","Texas","Cass",500,20089,17,380,144,302260,39,21660916,24,672
"2562","Texas","Castro",165,582951,6,1167,7,155,NA,NA,3,553
"2563","Texas","Chambers",237,26562,30,74,69,2826,3,100,32,554
"2564","Texas","Cherokee",799,59225,38,264,175,3356,21,4241770,21,238
"2565","Texas","Childress",122,12243,NA,NA,8,113,NA,NA,4,48
"2566","Texas","Clay",671,92997,14,34,84,1263,NA,NA,34,1171
"2567","Texas","Cochran",19,2743,2,-47,4,34,NA,NA,4,120
"2568","Texas","Coke",212,9461,6,315,20,359,2,-47,41,3160
"2569","Texas","Coleman",594,40787,12,36,68,1075,2,-47,93,4210
"2570","Texas","Collin",1072,34815,97,654,561,11629,19,247,145,2871
"2571","Texas","Collingsworth",128,19168,3,13,7,284,NA,NA,4,514
"2572","Texas","Colorado",1232,57206,17,1239,116,82919,4,230,42,1694
"2573","Texas","Comal",455,7011,7,138,189,4137,14,614,86,2231
"2574","Texas","Comanche",972,117228,24,95,168,2799,2,-47,131,11713
"2575","Texas","Concho",186,17922,NA,NA,13,253,NA,NA,90,12602
"2576","Texas","Cooke",1372,92296,40,390,318,6854,3,300,57,2846
"2577","Texas","Coryell",829,63294,42,722,252,8922,14,1299,148,8928
"2578","Texas","Cottle",96,23792,1,-47,10,212,NA,NA,5,762
"2579","Texas","Crane",29,3756,NA,NA,6,134,NA,NA,6,315
"2580","Texas","Crockett",144,23971,NA,NA,4,70,NA,NA,99,51197
"2581","Texas","Crosby",66,9286,3,36,14,452,NA,NA,9,1494
"2582","Texas","Culberson",44,26107,NA,NA,3,34,NA,NA,3,15
"2583","Texas","Dallam",124,383651,1,-47,7,159,NA,NA,NA,NA
"2584","Texas","Dallas",238,14533,16,88,126,9461,4,420,81,1067
"2585","Texas","Dawson",38,3358,12,490,15,260,NA,NA,11,536
"2586","Texas","Deaf Smith",229,700069,2,-47,15,438,NA,NA,19,915
"2587","Texas","Delta",215,14106,7,16,36,757,8,1049,20,199
"2588","Texas","Denton",1454,28204,57,484,526,-47,14,791,184,3195
"2589","Texas","DeWitt",1311,67343,19,157,116,2716,1,-47,31,1206
"2590","Texas","Dickens",229,22739,3,44,21,421,2,-47,8,131
"2591","Texas","Dimmit",159,9447,NA,NA,11,295,NA,NA,3,95
"2592","Texas","Donley",166,63103,NA,NA,15,224,NA,NA,6,656
"2593","Texas","Duval",723,33716,18,1032,44,804,NA,NA,25,358
"2594","Texas","Eastland",717,37464,32,398,157,2930,8,1840,66,2220
"2595","Texas","Ector",90,4176,14,50,35,872,NA,NA,25,259
"2596","Texas","Edwards",215,12599,8,122,21,365,2,-47,88,17158
"2597","Texas","Ellis",1564,47461,71,524,496,10521,20,639,176,4433
"2598","Texas","El Paso",58,5163,8,55,85,3139,6,360,54,1210
"2599","Texas","Erath",1490,171459,45,1025,313,4639,6,336,120,5273
"2600","Texas","Falls",760,129740,26,103,124,2261,2,-47,54,1526
"2601","Texas","Fannin",1245,63752,45,246,301,7357,3,140,100,3162
"2602","Texas","Fayette",2249,99412,21,1199,208,-47,5,337,42,735
"2603","Texas","Fisher",203,18749,7,33,41,919,NA,NA,15,1194
"2604","Texas","Floyd",61,53490,2,-47,15,432,NA,NA,6,-47
"2605","Texas","Foard",94,19264,3,-47,6,52,NA,NA,3,-47
"2606","Texas","Fort Bend",716,33343,12,36,127,3450,18,2185,37,413
"2607","Texas","Franklin",319,37932,11,158,49,-47,68,35155056,7,61
"2608","Texas","Freestone",922,62639,22,180,127,208294,24,11637195,44,637
"2609","Texas","Frio",387,52999,3,11,59,1241,5,156,19,171
"2610","Texas","Gaines",71,7672,9,126,39,714,5,60,12,-47
"2611","Texas","Galveston",317,5660,18,76,139,17784,4,170,12,42
"2612","Texas","Garza",89,8286,1,-47,14,378,NA,NA,2,-47
"2613","Texas","Gillespie",1085,31872,26,540,218,3773,9,160,404,18453
"2614","Texas","Glasscock",46,5716,1,-47,7,139,NA,NA,10,5447
"2615","Texas","Goliad",839,44083,18,96,121,2879,1,-47,16,220
"2616","Texas","Gonzales",1526,143254,36,404,128,9876002,72,94447112,44,1284
"2617","Texas","Gray",130,116562,2,-47,31,568,NA,NA,10,196
"2618","Texas","Grayson",1486,40648,92,791,420,8621,25,987,111,1950
"2619","Texas","Gregg",191,3240,23,360,104,2646,4,80,14,62
"2620","Texas","Grimes",1139,104709,22,582,193,3875,13,-47,41,483
"2621","Texas","Guadalupe",1455,44026,45,1258,401,-47,10,5100433,113,3258
"2622","Texas","Hale",134,121898,28,521,15,294,NA,NA,39,5374
"2623","Texas","Hall",148,13131,NA,NA,8,126,NA,NA,8,172
"2624","Texas","Hamilton",647,64695,16,149,92,1961,6,224,97,9093
"2625","Texas","Hansford",74,285421,1,-47,3,48,NA,NA,1,-47
"2626","Texas","Hardeman",114,26392,8,67,5,58,NA,NA,1,-47
"2627","Texas","Hardin",314,5648,61,317,195,4729,NA,NA,23,275
"2628","Texas","Harris",788,18651,52,188,296,10165,16,1130,76,1160
"2629","Texas","Harrison",506,21767,51,414,164,4131,5,21,21,97
"2630","Texas","Hartley",74,420346,NA,NA,8,130,NA,NA,NA,NA
"2631","Texas","Haskell",214,19706,3,-47,14,204,NA,NA,1,-47
"2632","Texas","Hays",444,7610,17,243,183,3491,7,940,74,1118
"2633","Texas","Hemphill",103,57869,7,713,11,187,NA,NA,5,89
"2634","Texas","Henderson",1136,62098,70,680,335,9247,14,2447,34,496
"2635","Texas","Hidalgo",902,33018,118,887,334,7974,32,471,267,3294
"2636","Texas","Hill",1249,51427,62,556,308,38672,17,4060,134,5253
"2637","Texas","Hockley",108,7559,22,96,38,600,3,15,20,666
"2638","Texas","Hood",592,15773,34,339,204,3296,NA,NA,55,1385
"2639","Texas","Hopkins",1196,110911,66,582,234,119113,90,32166463,45,813
"2640","Texas","Houston",949,108126,30,2613,107,2784,5,5231470,20,160
"2641","Texas","Howard",119,7984,6,29,28,631,NA,NA,32,352
"2642","Texas","Hudspeth",66,16235,3,12,11,208,NA,NA,5,380
"2643","Texas","Hunt",1877,57253,119,777,696,23632,36,-47,244,5251
"2644","Texas","Hutchinson",91,25693,4,40,34,517,2,-47,6,48
"2645","Texas","Irion",72,10143,NA,NA,26,531,NA,NA,31,4192
"2646","Texas","Jack",653,48900,31,1182,96,1879,2,-47,32,1164
"2647","Texas","Jackson",619,48120,4,16,73,1897,2,-47,11,210
"2648","Texas","Jasper",573,10724,49,127,215,5110,9,162,19,492
"2649","Texas","Jeff Davis",44,31511,NA,NA,18,280,NA,NA,12,612
"2650","Texas","Jefferson",335,34491,20,288,97,3159,7,57,15,219
"2651","Texas","Jim Hogg",174,20377,2,-47,18,179,NA,NA,NA,NA
"2652","Texas","Jim Wells",580,28174,26,202,116,3954,12,2436,31,1000
"2653","Texas","Johnson",1577,39647,114,592,658,18984,10,355,155,3679
"2654","Texas","Jones",392,45271,20,371,117,6530,2,-47,25,1181
"2655","Texas","Karnes",790,53100,7,16,52,967,NA,NA,18,582
"2656","Texas","Kaufman",1565,55746,81,1061,504,14816,19,756,134,2617
"2657","Texas","Kendall",493,13015,45,360,251,4568,4,136,225,8327
"2658","Texas","Kenedy",29,39360,NA,NA,1,-47,NA,NA,NA,NA
"2659","Texas","Kent",85,11954,3,46,3,55,NA,NA,NA,NA
"2660","Texas","Kerr",372,7949,38,592,179,3291,7,54,151,5567
"2661","Texas","Kimble",218,8368,3,12,44,896,NA,NA,100,6037
"2662","Texas","King",29,18191,NA,NA,NA,NA,NA,NA,NA,NA
"2663","Texas","Kinney",75,7753,3,12,7,174,NA,NA,19,2384
"2664","Texas","Kleberg",262,25092,12,90,32,522,NA,NA,13,251
"2665","Texas","Knox",85,21063,12,60,16,94,NA,NA,6,1215
"2666","Texas","Lamar",1041,88004,44,309,256,6837,5,156,39,777
"2667","Texas","Lamb",158,156623,5,79,36,790,NA,NA,7,238
"2668","Texas","Lampasas",538,27057,25,1295,161,3904,2,-47,153,7273
"2669","Texas","La Salle",226,11909,17,104,24,541,NA,NA,17,177
"2670","Texas","Lavaca",2273,106235,28,421,227,18783,5,172,50,646
"2671","Texas","Lee",1368,91280,34,217,146,4297,NA,NA,18,510
"2672","Texas","Leon",1137,87738,35,315,133,-47,34,30851445,25,643
"2673","Texas","Liberty",915,41968,66,538,252,8218,10,251,43,742
"2674","Texas","Limestone",962,76331,29,680,125,-47,7,6290002,48,3596
"2675","Texas","Lipscomb",133,40724,9,62480,17,214,NA,NA,2,-47
"2676","Texas","Live Oak",550,28697,29,493,88,1504,8,242,37,536
"2677","Texas","Llano",521,35347,7,371,46,903,NA,NA,56,1354
"2678","Texas","Loving",11,2786,NA,NA,NA,NA,NA,NA,NA,NA
"2679","Texas","Lubbock",223,38032,36,2005,145,-47,11,4099,57,810
"2680","Texas","Lynn",68,8592,4,96,6,126,NA,NA,4,-47
"2681","Texas","McCulloch",322,18035,10,77,42,739,2,-47,54,2236
