"X","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
2335,"south carolina","dorchester",84,1959,31,-47,59,21714,12,3320196,7,103
2336,"south carolina","edgefield",93,4823,12,100,82,1688,12,4237120,17,274
2337,"south carolina","fairfield",72,3266,3,-47,58,1489,4,160,11,189
2338,"south carolina","florence",57,1422,17,196,60,1551,NA,NA,NA,NA
2339,"south carolina","georgetown",18,414,NA,NA,28,1163,3,3,2,-47
2340,"south carolina","greenville",267,4645,53,877,196,7600,13,6540,29,419
2341,"south carolina","greenwood",223,9345,9,110,88,-47,8,3040,16,314
2342,"south carolina","hampton",20,616,9,236,30,946,1,-47,2,-47
2343,"south carolina","horry",112,4517,29,20065,91,2219,10,1225300,13,176
2344,"south carolina","jasper",26,436,11,208,15,689,2,-47,NA,NA
2345,"south carolina","kershaw",87,3999,7,44,88,3006140,6,180,1,-47
2346,"south carolina","lancaster",204,9382,19,191,88,1885,3,1772664,7,92
2347,"south carolina","laurens",325,19579,17,116,121,-47,10,6966228,33,1020
2348,"south carolina","lee",37,2099,16,230,42,1114,10,6177700,2,-47
2349,"south carolina","lexington",172,4921,31,596,161,-47,87,37755139,15,223
2350,"south carolina","mccormick",37,2227,1,-47,17,502,NA,NA,4,72
2351,"south carolina","marion",38,1614,1,-47,15,347,NA,NA,12,236
2352,"south carolina","marlboro",37,1301,9,2951,14,241,15,6866000,8,66
2353,"south carolina","newberry",217,20360,30,290,101,-47,26,15653389,21,450
2354,"south carolina","oconee",344,11439,18,304,125,32733,52,28078024,13,202
2355,"south carolina","orangeburg",120,6110,37,-47,78,412274,43,20167425,14,424
2356,"south carolina","pickens",225,6304,35,541,184,6434,11,821,35,519
2357,"south carolina","richland",75,2493,14,299,59,2613,8,479,1,-47
2358,"south carolina","saluda",301,25964,18,132,52,-47,49,31278752,18,179
2359,"south carolina","spartanburg",334,11881,61,401,283,7983,16,1356,68,1190
2360,"south carolina","sumter",74,6266,13,558,36,-47,7,2940000,3,-47
2361,"south carolina","union",141,7125,11,118,52,1156,2,-47,5,26
2362,"south carolina","williamsburg",66,1684,21,-47,51,1450,NA,NA,8,88
2363,"south carolina","york",329,14245,25,-47,162,4880,16,336,44,757
2365,"south dakota","aurora",170,39817,1,-47,21,-47,NA,NA,24,4958
2366,"south dakota","beadle",289,79222,8,56997,37,1296,5,15870,23,3833
2367,"south dakota","bennett",132,53176,1,-47,6,146,NA,NA,NA,NA
2368,"south dakota","bonhomme",186,43798,10,-47,9,520,NA,NA,8,2070
2369,"south dakota","brookings",212,78535,27,119605,54,857,10,464,62,4841
2370,"south dakota","brown",209,41937,14,-47,45,1315,1,-47,46,3263
2371,"south dakota","brule",175,78576,13,25033,14,766,NA,NA,17,892
2372,"south dakota","buffalo",27,31342,NA,NA,NA,NA,NA,NA,1,-47
2373,"south dakota","butte",314,82012,15,82,63,1159,1,-47,110,38261
2374,"south dakota","campbell",88,28084,1,-47,2,-47,NA,NA,4,2358
2375,"south dakota","charlesmix",282,77246,24,174817,23,759,3,-47,18,2547
2376,"south dakota","clark",179,49352,10,146975,25,1616,1,-47,29,1545
2377,"south dakota","clay",63,8438,7,-47,22,217,NA,NA,29,1903
2378,"south dakota","codington",148,39781,14,15382,38,1085,19,1554,34,40649
2379,"south dakota","corson",182,103283,2,-47,12,180,NA,NA,9,357
2380,"south dakota","custer",222,27988,3,-47,58,1026,2,-47,2,-47
2381,"south dakota","davison",147,16720,13,119558,32,587,NA,NA,23,2664
2382,"south dakota","day",132,23951,4,2024,25,446,1,-47,7,334
2383,"south dakota","deuel",208,58355,8,-47,31,671,NA,NA,26,2139
2384,"south dakota","dewey",235,71834,NA,NA,10,239,NA,NA,5,244
2385,"south dakota","douglas",132,33117,13,87020,25,-47,6,918,26,4879
2386,"south dakota","edmunds",125,43510,7,51935,9,-47,1,-47,6,700
2387,"south dakota","fallriver",224,76659,7,156,63,3004,5,232,21,2328
2388,"south dakota","faulk",121,51884,5,71228,12,442,1,-47,8,700
2389,"south dakota","grant",216,74602,14,24920,46,1331,1,-47,28,1704
2390,"south dakota","gregory",239,75165,6,-47,26,1077,6,225,6,458
2391,"south dakota","haakon",171,63364,2,-47,7,152,NA,NA,7,1156
2392,"south dakota","hamlin",108,41153,15,15777,34,903,3,60,32,1897
2393,"south dakota","hand",164,91822,8,-47,8,193,NA,NA,12,1534
2394,"south dakota","hanson",112,20056,8,76816,30,1512,2,-47,14,509
2395,"south dakota","harding",209,77072,NA,NA,19,300,NA,NA,45,30346
2396,"south dakota","hughes",94,22308,8,-47,46,786,NA,NA,11,1203
2397,"south dakota","hutchinson",284,56463,41,129286,34,1165,7,-47,32,5818
2398,"south dakota","hyde",98,57894,2,-47,7,200,NA,NA,7,1180
2399,"south dakota","jackson",197,51292,5,210,16,293,NA,NA,7,326
2400,"south dakota","jerauld",78,37930,3,-47,9,170,NA,NA,11,996
2401,"south dakota","jones",103,46663,2,-47,3,69,NA,NA,4,660
2402,"south dakota","kingsbury",119,41870,3,-47,28,-47,1,-47,21,5459
2403,"south dakota","lake",125,28139,24,92699,8,103,1,-47,13,2518
2404,"south dakota","lawrence",133,23073,8,54,32,608,3,-47,3,104
2405,"south dakota","lincoln",165,31311,18,53788,64,2985,NA,NA,26,638
2406,"south dakota","lyman",149,62008,3,-47,10,177,NA,NA,5,21
2407,"south dakota","mccook",175,30338,11,77207,46,1485,NA,NA,45,2268
2408,"south dakota","mcpherson",143,68182,5,48023,19,890,1,-47,8,1476
2409,"south dakota","marshall",177,77507,7,51078,19,-47,2,-47,12,1838
2410,"south dakota","meade",516,132866,19,161,92,2614,5,100,50,6646
2411,"south dakota","mellette",176,64598,4,-47,14,1361,2,-47,4,354
2412,"south dakota","miner",152,36086,4,-47,8,-47,NA,NA,19,3330
2413,"south dakota","minnehaha",297,73035,19,32361,76,2074,4,190,32,1652
2414,"south dakota","moody",129,43176,8,68508,31,769,8,448,30,1295
2415,"south dakota","oglalalakota",122,42001,3,69,9,131,3,2175,NA,NA
2416,"south dakota","pennington",337,62931,9,52,108,2880,13,396,13,156
2417,"south dakota","perkins",276,105283,5,75,21,472,NA,NA,28,7982
2418,"south dakota","potter",54,17832,1,-47,2,-47,NA,NA,NA,NA
2419,"south dakota","roberts",201,35068,9,11516,26,-47,NA,NA,18,916
2420,"south dakota","sanborn",106,34027,13,-47,21,433,NA,NA,22,3009
2421,"south dakota","spink",208,76093,10,47063,12,305,NA,NA,9,1101
2422,"south dakota","stanley",88,22350,NA,NA,7,98,NA,NA,1,-47
2423,"south dakota","sully",55,33608,2,-47,6,142,NA,NA,3,394
2424,"south dakota","todd",128,57096,NA,NA,10,282,NA,NA,1,-47
2425,"south dakota","tripp",319,145705,8,13775,13,249,NA,NA,14,-47
2426,"south dakota","turner",219,49307,23,79976,25,3171,3,1225,49,6239
2427,"south dakota","union",103,19046,3,-47,18,271,1,-47,17,639
2428,"south dakota","walworth",68,31201,1,-47,6,202,2,-47,11,398
2429,"south dakota","yankton",161,35951,7,20190,34,2218,1,-47,15,1014
2430,"south dakota","ziebach",128,44819,NA,NA,8,117,NA,NA,10,3371
2432,"tennessee","anderson",190,6438,22,75,81,1736,1,-47,19,248
2433,"tennessee","bedford",671,51325,22,153,131,-47,21,20869909,43,2405
2434,"tennessee","benton",105,4252,24,187,74,1717,8,17,11,227
2435,"tennessee","bledsoe",280,21005,5,63,73,381888,5,-47,21,526
2436,"tennessee","blount",452,26823,19,89,181,4487,9,1013,32,1098
2437,"tennessee","bradley",387,20552,12,66,89,183340,38,25483204,13,84
2438,"tennessee","campbell",172,6741,13,49,51,957,1,-47,10,210
2439,"tennessee","cannon",267,11960,8,149,92,1959,15,470,21,627
2440,"tennessee","carroll",206,8345,10,-47,69,135112,5,1202012,27,398
2441,"tennessee","carter",196,10499,7,14,54,641,7,70,10,117
2442,"tennessee","cheatham",171,5856,4,19,77,2193,5,-47,10,228
2443,"tennessee","chester",127,6923,4,6,42,975,NA,NA,2,-47
2444,"tennessee","claiborne",576,29322,16,112,98,3161,12,524,28,892
2445,"tennessee","clay",203,12926,7,67,37,-47,16,6943212,6,341
2446,"tennessee","cocke",307,10985,19,216,99,1921,8,6076500,23,632
2447,"tennessee","coffee",359,27078,27,209,104,2741,6,-47,17,490
2448,"tennessee","crockett",74,5921,2,-47,14,299,NA,NA,2,-47
2449,"tennessee","cumberland",379,24145,40,1594,154,3565,9,1012,25,1353
2450,"tennessee","davidson",95,3911,13,100,57,2519,7,275,5,99
2451,"tennessee","decatur",146,8084,4,-47,40,1302,2,-47,11,492
2452,"tennessee","dekalb",322,16551,8,36,70,1364,3,660,18,421
2453,"tennessee","dickson",451,16994,36,261,171,3509,9,183,41,503
2454,"tennessee","dyer",91,6348,13,-47,28,662,NA,NA,5,99
2455,"tennessee","fayette",215,15031,12,-47,82,2059,2,-47,10,181
2456,"tennessee","fentress",308,35972,12,164,81,1796,13,5736096,24,849
2457,"tennessee","franklin",327,14917,13,101,83,-47,9,9130052,16,307
2458,"tennessee","gibson",172,13393,7,96,38,10699,3,-47,7,199
2459,"tennessee","giles",803,55682,14,208,169,124167,5,-47,30,699
2460,"tennessee","grainger",522,21415,19,179,105,2371,3,75,29,728
2461,"tennessee","greene",1338,61044,45,289,300,5645,19,3024471,79,2090
2462,"tennessee","grundy",95,5185,8,24,44,-47,7,3477881,14,641
2463,"tennessee","hamblen",285,13066,16,179,56,1214,5,-47,8,189
2464,"tennessee","hamilton",213,8569,18,50,98,22863,6,4785330,13,202
2465,"tennessee","hancock",235,12418,4,12,45,1198,3,22,12,168
2466,"tennessee","hardeman",171,8461,10,322,66,1637,3,-47,14,224
2467,"tennessee","hardin",226,10826,15,205,51,1429,2,-47,11,226
2468,"tennessee","hawkins",733,28323,50,339,212,4298,12,1850930,45,1745
2469,"tennessee","haywood",59,NA,3,7,13,208,NA,NA,3,40
2470,"tennessee","henderson",260,17529,10,561,62,2525,2,-47,13,507
2471,"tennessee","henry",275,13907,37,116889,87,56626,18,4120660,15,577
2472,"tennessee","hickman",314,17856,19,153,115,3143,2,-47,53,890
2473,"tennessee","houston",179,13611,10,77,40,1479,NA,NA,4,73
2474,"tennessee","humphreys",276,15801,14,180,91,1985,NA,NA,6,79
2475,"tennessee","jackson",252,11235,14,113,80,1983,2,-47,11,526
2476,"tennessee","jefferson",487,23159,24,532,115,2657,6,-47,28,592
2477,"tennessee","johnson",193,5069,11,33,47,887,NA,NA,15,273
2478,"tennessee","knox",373,11623,35,181,157,5866,16,1285,58,1260
2479,"tennessee","lake",1,NA,4,168,NA,NA,NA,NA,NA,NA
2480,"tennessee","lauderdale",82,8168,1,-47,26,489,NA,NA,10,183
2481,"tennessee","lawrence",672,42232,44,1481,182,438897,3,-47,26,627
2482,"tennessee","lewis",119,3855,14,111,60,2680,5,166,12,254
2483,"tennessee","lincoln",807,69050,40,555,183,26666,10,18859135,30,639
2484,"tennessee","loudon",263,17111,27,188,112,2277,1,-47,18,218
2485,"tennessee","mcminn",511,25748,27,2059,168,4396,14,10772100,35,699
2486,"tennessee","mcnairy",239,8537,15,290,59,-47,4,1040,11,315
2487,"tennessee","macon",487,24544,18,89,79,-47,16,2602610,15,283
2488,"tennessee","madison",109,4693,7,57,50,1661,4,200,8,141
2489,"tennessee","marion",152,6633,9,135,62,6301,16,5458466,28,537
2490,"tennessee","marshall",501,31166,38,337,148,3590,13,13091330,30,2012
2491,"tennessee","maury",679,38692,41,331,248,5782,23,3565,64,841
2492,"tennessee","meigs",173,9219,10,45,35,630,4,475,6,180
2493,"tennessee","monroe",440,31274,11,44,123,2432,4,230920,22,310
2494,"tennessee","montgomery",309,21537,35,27392,109,2363,3,-47,28,341
2495,"tennessee","moore",164,20482,2,-47,34,596,1,-47,11,270
2496,"tennessee","morgan",216,12591,19,83,76,9867,6,1350046,13,270
2497,"tennessee","obion",139,12678,5,20515,25,-47,9,5903990,13,406
2498,"tennessee","overton",541,34160,33,1970,133,2660,7,267,30,897
2499,"tennessee","perry",71,2450,12,148,40,783,NA,NA,19,409
2500,"tennessee","pickett",141,9704,4,26,18,373,7,2549000,NA,NA
2501,"tennessee","polk",144,6819,12,96,57,40952,22,13414675,15,268
2502,"tennessee","putnam",381,16089,9,48,142,3403,9,513,35,713
2503,"tennessee","rhea",217,10940,8,-47,56,-47,2,-47,11,185
2504,"tennessee","roane",279,7164,27,181,125,2948,8,1811,23,526
2505,"tennessee","robertson",442,32165,36,197,157,3539,4,1112,37,893
2506,"tennessee","rutherford",549,19867,39,215,235,5463,18,1248,78,1486
2507,"tennessee","scott",110,2236,NA,NA,35,736,3,90,13,190
2508,"tennessee","sequatchie",107,7423,10,150,33,642,3,104,7,250
2509,"tennessee","sevier",230,9291,12,50,67,2476,3,2100,15,238
2510,"tennessee","shelby",99,NA,13,92,77,1852,8,634,11,200
2511,"tennessee","smith",482,21816,14,116,103,1804,4,-47,27,244
2512,"tennessee","stewart",137,5742,17,142,44,1414,5,586,3,-47
2513,"tennessee","sullivan",500,24321,24,115,172,2922,5,-47,56,1789
2514,"tennessee","sumner",571,27025,31,123,197,3860,8,67,35,1195
2515,"tennessee","tipton",134,7542,4,144,49,1010,NA,NA,16,592
2516,"tennessee","trousdale",157,8863,4,14,37,1433,2,-47,10,296
2517,"tennessee","unicoi",34,472,NA,NA,16,367,3,60,3,180
2518,"tennessee","union",267,10697,17,90,75,1875,8,158,22,274
2519,"tennessee","vanburen",145,7639,12,91,63,-47,15,2220,36,1138
2520,"tennessee","warren",499,31722,29,1478,148,3312,2,-47,52,3552
2521,"tennessee","washington",687,38648,37,149,199,3996,3,20,42,977
2522,"tennessee","wayne",389,26309,13,-47,89,479501,2,-47,16,530
2523,"tennessee","weakley",207,13219,25,74395,55,126670,21,12743413,18,568
2524,"tennessee","white",481,31416,21,97,121,2201,5,674,57,1367
2525,"tennessee","williamson",453,24064,20,250,165,3979,8,1585,39,869
2526,"tennessee","wilson",687,26792,38,157,276,7015,18,-47,59,1572
2528,"texas","anderson",1011,54772,41,-47,216,3936,32,20933174,38,460
2529,"texas","andrews",64,11360,4,46,29,592,2,-47,17,411
2530,"texas","angelina",370,11778,37,317,133,28745,13,10426259,10,88
2531,"texas","aransas",52,2099,2,-47,17,854,NA,NA,3,182
2532,"texas","archer",342,74444,6,42,41,827,NA,NA,17,1180
2533,"texas","armstrong",98,38091,4,25,7,126,NA,NA,NA,NA
2534,"texas","atascosa",1185,65442,29,474,182,4667,14,480,62,1594
2535,"texas","austin",1295,61617,37,161,213,6255,8,66,47,905
2536,"texas","bailey",100,128705,16,247,15,226,NA,NA,30,1195
2537,"texas","bandera",276,5300,18,439,155,3084,12,138,90,2300
2538,"texas","bastrop",1256,46801,55,290,268,6236,19,900327,91,1610
2539,"texas","baylor",153,44569,11,20,4,75,NA,NA,6,114
2540,"texas","bee",551,30262,15,67,88,2891,3,875,14,742
2541,"texas","bell",1193,51483,80,1129,402,8730,24,550,197,6284
2542,"texas","bexar",1258,31702,84,2361,335,9061,15,2495,187,7240
2543,"texas","blanco",396,15356,27,156,119,1796,NA,NA,88,2997
2544,"texas","borden",53,13175,4,69,4,39,NA,NA,2,-47
2545,"texas","bosque",866,47253,23,898,204,3664,17,-47,108,2705
2546,"texas","bowie",751,59834,30,196,158,5773,9,9285068,23,509
2547,"texas","brazoria",1552,59766,91,2600,419,198431,26,-47,64,1160
2548,"texas","brazos",735,51794,17,1188,101,-47,7,-47,26,2506
2549,"texas","brewster",113,23891,2,-47,15,905,NA,NA,4,166
2550,"texas","briscoe",72,45616,6,24,2,-47,NA,NA,1,-47
2551,"texas","brooks",211,19494,11,35,21,455,3,9,15,130
2552,"texas","brown",1019,34968,38,530,200,5239,NA,NA,203,10528
2553,"texas","burleson",1155,61788,19,469,201,233196,14,4701830,35,1093
2554,"texas","burnet",871,24265,28,168,302,6150,5,-47,145,3674
2555,"texas","caldwell",900,35822,29,144,136,-47,4,-47,69,1802
2556,"texas","calhoun",144,12737,12,95,45,863,NA,NA,16,431
2557,"texas","callahan",623,33909,33,171,141,4079,3,30,65,4067
2558,"texas","cameron",486,9645,66,299,179,5620,15,462,119,2648
2559,"texas","camp",251,22087,27,192,57,-47,21,11224497,12,86
2560,"texas","carson",104,13539,4,50,10,591,1,-47,5,180
2561,"texas","cass",500,20089,17,380,144,302260,39,21660916,24,672
2562,"texas","castro",165,582951,6,1167,7,155,NA,NA,3,553
2563,"texas","chambers",237,26562,30,74,69,2826,3,100,32,554
2564,"texas","cherokee",799,59225,38,264,175,3356,21,4241770,21,238
2565,"texas","childress",122,12243,NA,NA,8,113,NA,NA,4,48
2566,"texas","clay",671,92997,14,34,84,1263,NA,NA,34,1171
2567,"texas","cochran",19,2743,2,-47,4,34,NA,NA,4,120
2568,"texas","coke",212,9461,6,315,20,359,2,-47,41,3160
2569,"texas","coleman",594,40787,12,36,68,1075,2,-47,93,4210
2570,"texas","collin",1072,34815,97,654,561,11629,19,247,145,2871
2571,"texas","collingsworth",128,19168,3,13,7,284,NA,NA,4,514
2572,"texas","colorado",1232,57206,17,1239,116,82919,4,230,42,1694
2573,"texas","comal",455,7011,7,138,189,4137,14,614,86,2231
2574,"texas","comanche",972,117228,24,95,168,2799,2,-47,131,11713
2575,"texas","concho",186,17922,NA,NA,13,253,NA,NA,90,12602
2576,"texas","cooke",1372,92296,40,390,318,6854,3,300,57,2846
2577,"texas","coryell",829,63294,42,722,252,8922,14,1299,148,8928
2578,"texas","cottle",96,23792,1,-47,10,212,NA,NA,5,762
2579,"texas","crane",29,3756,NA,NA,6,134,NA,NA,6,315
2580,"texas","crockett",144,23971,NA,NA,4,70,NA,NA,99,51197
2581,"texas","crosby",66,9286,3,36,14,452,NA,NA,9,1494
2582,"texas","culberson",44,26107,NA,NA,3,34,NA,NA,3,15
2583,"texas","dallam",124,383651,1,-47,7,159,NA,NA,NA,NA
2584,"texas","dallas",238,14533,16,88,126,9461,4,420,81,1067
2585,"texas","dawson",38,3358,12,490,15,260,NA,NA,11,536
2586,"texas","deafsmith",229,700069,2,-47,15,438,NA,NA,19,915
2587,"texas","delta",215,14106,7,16,36,757,8,1049,20,199
2588,"texas","denton",1454,28204,57,484,526,-47,14,791,184,3195
2589,"texas","dewitt",1311,67343,19,157,116,2716,1,-47,31,1206
2590,"texas","dickens",229,22739,3,44,21,421,2,-47,8,131
2591,"texas","dimmit",159,9447,NA,NA,11,295,NA,NA,3,95
2592,"texas","donley",166,63103,NA,NA,15,224,NA,NA,6,656
2593,"texas","duval",723,33716,18,1032,44,804,NA,NA,25,358
2594,"texas","eastland",717,37464,32,398,157,2930,8,1840,66,2220
2595,"texas","ector",90,4176,14,50,35,872,NA,NA,25,259
2596,"texas","edwards",215,12599,8,122,21,365,2,-47,88,17158
2597,"texas","ellis",1564,47461,71,524,496,10521,20,639,176,4433
2598,"texas","elpaso",58,5163,8,55,85,3139,6,360,54,1210
2599,"texas","erath",1490,171459,45,1025,313,4639,6,336,120,5273
2600,"texas","falls",760,129740,26,103,124,2261,2,-47,54,1526
2601,"texas","fannin",1245,63752,45,246,301,7357,3,140,100,3162
2602,"texas","fayette",2249,99412,21,1199,208,-47,5,337,42,735
2603,"texas","fisher",203,18749,7,33,41,919,NA,NA,15,1194
2604,"texas","floyd",61,53490,2,-47,15,432,NA,NA,6,-47
2605,"texas","foard",94,19264,3,-47,6,52,NA,NA,3,-47
2606,"texas","fortbend",716,33343,12,36,127,3450,18,2185,37,413
2607,"texas","franklin",319,37932,11,158,49,-47,68,35155056,7,61
2608,"texas","freestone",922,62639,22,180,127,208294,24,11637195,44,637
2609,"texas","frio",387,52999,3,11,59,1241,5,156,19,171
2610,"texas","gaines",71,7672,9,126,39,714,5,60,12,-47
2611,"texas","galveston",317,5660,18,76,139,17784,4,170,12,42
2612,"texas","garza",89,8286,1,-47,14,378,NA,NA,2,-47
2613,"texas","gillespie",1085,31872,26,540,218,3773,9,160,404,18453
2614,"texas","glasscock",46,5716,1,-47,7,139,NA,NA,10,5447
2615,"texas","goliad",839,44083,18,96,121,2879,1,-47,16,220
2616,"texas","gonzales",1526,143254,36,404,128,9876002,72,94447112,44,1284
2617,"texas","gray",130,116562,2,-47,31,568,NA,NA,10,196
2618,"texas","grayson",1486,40648,92,791,420,8621,25,987,111,1950
2619,"texas","gregg",191,3240,23,360,104,2646,4,80,14,62
2620,"texas","grimes",1139,104709,22,582,193,3875,13,-47,41,483
2621,"texas","guadalupe",1455,44026,45,1258,401,-47,10,5100433,113,3258
2622,"texas","hale",134,121898,28,521,15,294,NA,NA,39,5374
2623,"texas","hall",148,13131,NA,NA,8,126,NA,NA,8,172
2624,"texas","hamilton",647,64695,16,149,92,1961,6,224,97,9093
2625,"texas","hansford",74,285421,1,-47,3,48,NA,NA,1,-47
2626,"texas","hardeman",114,26392,8,67,5,58,NA,NA,1,-47
2627,"texas","hardin",314,5648,61,317,195,4729,NA,NA,23,275
2628,"texas","harris",788,18651,52,188,296,10165,16,1130,76,1160
2629,"texas","harrison",506,21767,51,414,164,4131,5,21,21,97
2630,"texas","hartley",74,420346,NA,NA,8,130,NA,NA,NA,NA
2631,"texas","haskell",214,19706,3,-47,14,204,NA,NA,1,-47
2632,"texas","hays",444,7610,17,243,183,3491,7,940,74,1118
2633,"texas","hemphill",103,57869,7,713,11,187,NA,NA,5,89
2634,"texas","henderson",1136,62098,70,680,335,9247,14,2447,34,496
2635,"texas","hidalgo",902,33018,118,887,334,7974,32,471,267,3294
2636,"texas","hill",1249,51427,62,556,308,38672,17,4060,134,5253
2637,"texas","hockley",108,7559,22,96,38,600,3,15,20,666
2638,"texas","hood",592,15773,34,339,204,3296,NA,NA,55,1385
2639,"texas","hopkins",1196,110911,66,582,234,119113,90,32166463,45,813
2640,"texas","houston",949,108126,30,2613,107,2784,5,5231470,20,160
2641,"texas","howard",119,7984,6,29,28,631,NA,NA,32,352
2642,"texas","hudspeth",66,16235,3,12,11,208,NA,NA,5,380
2643,"texas","hunt",1877,57253,119,777,696,23632,36,-47,244,5251
2644,"texas","hutchinson",91,25693,4,40,34,517,2,-47,6,48
2645,"texas","irion",72,10143,NA,NA,26,531,NA,NA,31,4192
2646,"texas","jack",653,48900,31,1182,96,1879,2,-47,32,1164
2647,"texas","jackson",619,48120,4,16,73,1897,2,-47,11,210
2648,"texas","jasper",573,10724,49,127,215,5110,9,162,19,492
2649,"texas","jeffdavis",44,31511,NA,NA,18,280,NA,NA,12,612
2650,"texas","jefferson",335,34491,20,288,97,3159,7,57,15,219
2651,"texas","jimhogg",174,20377,2,-47,18,179,NA,NA,NA,NA
2652,"texas","jimwells",580,28174,26,202,116,3954,12,2436,31,1000
2653,"texas","johnson",1577,39647,114,592,658,18984,10,355,155,3679
2654,"texas","jones",392,45271,20,371,117,6530,2,-47,25,1181
2655,"texas","karnes",790,53100,7,16,52,967,NA,NA,18,582
2656,"texas","kaufman",1565,55746,81,1061,504,14816,19,756,134,2617
2657,"texas","kendall",493,13015,45,360,251,4568,4,136,225,8327
2658,"texas","kenedy",29,39360,NA,NA,1,-47,NA,NA,NA,NA
2659,"texas","kent",85,11954,3,46,3,55,NA,NA,NA,NA
2660,"texas","kerr",372,7949,38,592,179,3291,7,54,151,5567
2661,"texas","kimble",218,8368,3,12,44,896,NA,NA,100,6037
2662,"texas","king",29,18191,NA,NA,NA,NA,NA,NA,NA,NA
2663,"texas","kinney",75,7753,3,12,7,174,NA,NA,19,2384
2664,"texas","kleberg",262,25092,12,90,32,522,NA,NA,13,251
2665,"texas","knox",85,21063,12,60,16,94,NA,NA,6,1215
2666,"texas","lamar",1041,88004,44,309,256,6837,5,156,39,777
2667,"texas","lamb",158,156623,5,79,36,790,NA,NA,7,238
2668,"texas","lampasas",538,27057,25,1295,161,3904,2,-47,153,7273
2669,"texas","lasalle",226,11909,17,104,24,541,NA,NA,17,177
2670,"texas","lavaca",2273,106235,28,421,227,18783,5,172,50,646
2671,"texas","lee",1368,91280,34,217,146,4297,NA,NA,18,510
2672,"texas","leon",1137,87738,35,315,133,-47,34,30851445,25,643
2673,"texas","liberty",915,41968,66,538,252,8218,10,251,43,742
2674,"texas","limestone",962,76331,29,680,125,-47,7,6290002,48,3596
2675,"texas","lipscomb",133,40724,9,62480,17,214,NA,NA,2,-47
2676,"texas","liveoak",550,28697,29,493,88,1504,8,242,37,536
2677,"texas","llano",521,35347,7,371,46,903,NA,NA,56,1354
2678,"texas","loving",11,2786,NA,NA,NA,NA,NA,NA,NA,NA
2679,"texas","lubbock",223,38032,36,2005,145,-47,11,4099,57,810
2680,"texas","lynn",68,8592,4,96,6,126,NA,NA,4,-47
2681,"texas","mcculloch",322,18035,10,77,42,739,2,-47,54,2236
2682,"texas","mclennan",1770,86476,60,453,532,144228,15,249,229,5406
2683,"texas","mcmullen",102,13132,1,-47,8,116,NA,NA,2,-47
2684,"texas","madison",616,39479,6,-47,72,2040,8,17584000,13,220
2685,"texas","marion",96,4299,3,-47,35,1620,2,-47,4,92
2686,"texas","martin",42,3238,2,-47,14,226,1,-47,2,-47
2687,"texas","mason",420,34001,5,62,54,1455,NA,NA,43,4090
2688,"texas","matagorda",541,52774,8,51,60,1728,1,-47,15,349
2689,"texas","maverick",99,18555,16,475,61,1423,NA,NA,73,1153
2690,"texas","medina",1312,37161,67,693,303,11893,4,350,117,2717
2691,"texas","menard",159,16057,1,-47,12,147,1,-47,52,4664
2692,"texas","midland",135,7025,11,82,62,1310,1,-47,29,623
2693,"texas","milam",1413,99601,52,669,236,173622,26,5350433,82,2498
2694,"texas","mills",460,26402,32,157,75,1314,3,22,231,28424
2695,"texas","mitchell",164,24981,12,157,19,520,2,-47,13,2608
2696,"texas","montague",1118,73289,23,319,252,5218,11,281,77,1819
2697,"texas","montgomery",615,17479,76,2900,299,9729,20,681,84,1374
2698,"texas","moore",91,185142,2,-47,15,298,NA,NA,11,268
2699,"texas","morris",187,8984,12,516,30,1073,19,9268604,21,264
2700,"texas","motley",102,14678,1,-47,7,82,NA,NA,1,-47
2701,"texas","nacogdoches",592,37058,37,394,119,232110,137,86982261,8,86
2702,"texas","navarro",1512,66651,73,533,271,6035,8,269,137,3124
2703,"texas","newton",255,3850,71,442,106,3241,1,-47,22,96
2704,"texas","nolan",168,22865,6,111,32,623,NA,NA,6,79
2705,"texas","nueces",185,6983,19,331,60,1200,NA,NA,8,82
2706,"texas","ochiltree",65,72429,2,-47,6,100,NA,NA,NA,NA
2707,"texas","oldham",55,104225,NA,NA,6,114,NA,NA,NA,NA
2708,"texas","orange",297,7563,47,208,152,4423,11,640,23,339
2709,"texas","palopinto",792,47357,24,147,186,3837,2,-47,65,1088
2710,"texas","panola",448,27630,32,214,87,-47,21,13815360,18,235
2711,"texas","parker",2318,44486,93,536,910,18552,25,2440,202,3268
2712,"texas","parmer",123,362742,3,7,7,-47,NA,NA,17,3433
2713,"texas","pecos",131,25933,6,6,24,474,5,125,37,14902
2714,"texas","polk",306,8850,24,75,128,3505,4,330,8,168
2715,"texas","potter",133,38219,15,568,35,1075,NA,NA,12,295
2716,"texas","presidio",116,33956,NA,NA,6,108,NA,NA,3,-47
2717,"texas","rains",398,18084,14,241,113,2695,8,596,37,975
2718,"texas","randall",333,231146,44,2092,128,4863,6,1050,39,613
2719,"texas","reagan",38,10227,NA,NA,12,895,NA,NA,8,3521
2720,"texas","real",68,3680,12,420,29,417,NA,NA,19,1299
2721,"texas","redriver",638,78680,4,19,76,-47,2,-47,5,143
2722,"texas","reeves",66,12515,7,25,9,218,NA,NA,6,36
2723,"texas","refugio",194,24249,NA,NA,46,1447,1,-47,20,242
2724,"texas","roberts",53,19573,NA,NA,2,-47,NA,NA,4,108
