StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_088,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_215,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_228,Category_229,Category_230,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
TX,48417,20,88197,0,146536,0,0,0,0,0,0,0,14874,0,0,636249,0,0,19,5188,254,0,0,0,0,0,0,3,18548,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,24470,0,11,13,658,0,0,0,0,0,0,0,3,0,0,0,0,0,58217,0,209138,69930,38716,12669,87905,176076,42108,4606,14239910,7768089,32504,12179,0,3688,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21837,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,88212,168373,0,14874,0,658101,5188,0,0
TX,48419,9,119,0,0,55,0,0,0,0,0,0,0,0,0,95,0,9,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,41,0,0,0,0,0,38,0,0,0,0,0,0,0,34,0,16,0,0,0,0,0,402,0,0,0,0,1142,905868,0,694293,278980,104254,51759,9854,14357,8181258,2861029,187549,5815531,2485355,21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,9,119,0,64,0,0,104,0,0,0
TX,48421,2786632,769147,0,2067035,10151,537,0,0,0,0,0,80997,0,0,3304660,0,0,26595,10092,7,0,0,0,0,0,0,164385,10978,488,0,0,6462,626,0,0,0,0,567,0,0,0,0,22409,0,0,0,316,0,5,0,672542,0,0,0,0,0,0,0,0,0,0,0,0,0,24724,0,415607,45908,9911,7155,52670,1149,462,17,2034958,10522481,209,1547,0,147180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285168,4561,0,43611,1203,0,0,0,0,373520,5,4177,0,0,0,0,0,0,0,0,0,0,0,0,0,3076366,773324,2440555,10151,81002,0,3967525,14653,0,0
TX,48423,223,387,0,10,50,0,0,0,0,0,0,0,0,0,1580,0,1,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,477,0,0,0,0,0,0,0,1,0,0,0,0,0,685271,0,968367,1920488,564556,270902,16476,445006,2268283,5462718,6783,9356299,2610433,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,223,387,12,51,0,0,1583,0,0,0
TX,48425,328,7,0,433,0,0,0,0,0,0,0,23,0,0,3357,0,0,33,584,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,67,0,79,0,0,0,33,0,0,0,34,0,0,0,0,0,149242,0,146102,82856,32570,11504,26801,144577,1166499,9,28256,3153493,27801,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,7,433,0,23,0,3357,584,0,0
TX,48427,194405,66789,0,806933,26,91666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41470,0,0,0,0,3,4753,0,0,0,0,0,0,0,0,0,5469,16722,0,0,0,49,0,0,0,161530,0,5594,0,88045,0,0,0,0,0,0,0,0,0,0,0,0,0,84963,0,219665,348653,201681,56086,110261,29390,8654,89701,20441461,8716089,19377,16436,0,0,310,0,0,90,0,0,0,179,0,0,0,0,0,75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,194405,66789,806933,26,0,0,0,0,90,0
TX,48429,0,163,0,102848,0,0,2,0,0,0,0,37215,0,0,183395,0,0,111,4299,154,0,0,0,0,0,0,0,32411,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,10697,0,3,0,82,0,1,0,1,0,0,0,694,0,0,0,0,0,562388,0,327438,103606,59733,30293,121667,1336906,2114670,55607,3907211,14728154,56404,40737,0,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45316,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,148164,0,37215,0,228718,4299,0,0
TX,48431,21,31514,0,4508,0,0,0,0,0,0,0,0,0,0,28438,0,0,81,15,7,0,0,0,0,0,0,618,1612,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,2,0,0,0,1624,0,0,0,0,0,0,0,130,0,0,0,0,0,1477,0,304492,165575,24282,3957,12570,5227,19432,1461,23307828,2929,780,28,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31514,4508,0,0,0,28441,15,0,0
TX,48433,83,281030,0,72212,0,62,14,0,0,0,0,0,0,0,883709,0,0,18959,47920,427,0,0,0,0,0,0,1,84833,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,32,766362,0,335,8,518,0,0,0,48766,0,0,0,0,0,81042,0,175126,52628,20306,9493,96838,97772,370242,380595,20036137,105493,97585,7856,0,90964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5676,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,102,281997,77888,0,0,0,890371,47920,0,0
TX,48435,21,26,0,3,0,0,0,0,0,0,0,0,0,0,26015,0,0,0,4325,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6777,0,0,0,0,0,0,0,29,0,0,0,0,0,4567,0,174808,225476,95519,26949,12063,665,61758,95,37026144,1962,2212,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,3,0,0,0,26015,4325,0,0
TX,48437,39640,3328484,0,977203,0,0,425,0,0,0,0,13842,0,0,4363421,0,0,4092,29525,9203,0,0,0,0,0,0,13977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,0,666805,0,0,0,0,0,0,0,768,0,0,0,0,0,74206,0,620103,53679,32548,8770,19658,4458,2065,277,111996,12565438,1658,210403,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16581,0,0,9608,0,0,0,0,0,98596,0,45447,0,0,0,0,0,0,0,0,1936,0,0,0,0,56221,3373931,1075799,0,13842,0,4524045,29525,0,0
TX,48439,3282,0,0,3685,0,0,0,0,0,0,0,0,0,0,34397,0,0,0,2176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,994303,0,2783645,4902616,5114930,2235399,2543,1636860,22217,47,43,5473434,21872,15077,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282,0,3685,0,0,0,34397,2176,0,0
TX,48441,677,759853,0,427799,20,3060,2,0,0,0,0,74,0,451,1595323,0,0,284,3435,5215,0,0,0,0,0,0,633,2742,0,0,0,0,0,2,0,0,0,0,0,0,0,0,73,0,0,0,168,0,1432,74,21255,0,2,0,2,0,0,0,696,0,0,0,0,0,76600,0,1170224,576728,323487,191223,45628,23752,1930182,3575,16555213,69428,3013,7587,0,5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,901,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,729,762854,428700,20,74,0,1599277,3435,0,0
TX,48443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,33302,0,62400,85066,57842,13588,13314,53704,40473,7554,60669115,5899,13618,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,48445,47139,11932649,0,83914,12867,31619,535064,0,0,0,0,68,0,0,157146,0,23456,19839,31776,11104,0,0,0,0,0,0,32854,17210,0,0,0,0,0,0,0,0,0,4035,0,0,0,0,4826,0,0,0,0,0,1,0,7233,0,682,790,62418,0,0,0,26581,0,0,0,0,0,82855,0,639981,98050,18124,21106,21601,23021,801,339,6470373,2408495,16287,101785,18640,14367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,564,0,0,2216,0,0,0,0,0,40946,0,52330,0,0,0,0,0,0,0,0,0,0,0,0,0,47703,11984979,124860,36323,68,0,274442,31776,0,0
TX,48447,23,57174,0,131745,0,0,3,0,0,0,0,8788,0,0,1931099,0,0,1028,225,289,0,0,0,0,0,0,119,194,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,0,4437,0,103,129,16579,0,0,0,0,0,0,0,45,0,0,0,0,0,136426,0,260044,35750,13405,2787,13190,147823,5244,81,3734340,17172732,11305,1826,0,22074,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57174,133499,0,8788,0,1932853,225,0,0
TX,48449,3,1,2,735,7411,0,0,0,0,0,0,0,0,0,788,0,19186,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,454539,0,154381,516427,113346,53000,20033,742827,439119,1199256,7296,5379124,1894648,7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,16867,26597,0,0,36106,0,0,0
TX,48451,129917,3913518,0,527909,0,30,0,0,0,0,0,4802,0,790,2128284,0,0,15,511,0,0,0,0,0,0,0,16319,40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,10126,0,20657,0,2235,0,0,0,0,0,0,0,1459,0,0,0,0,0,289875,0,1148503,451013,416069,204141,56614,74695,67615,2423,30167083,911,36971,48550,0,28042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,4373,0,106468,0,0,0,0,0,0,0,0,0,0,0,0,0,130225,4019986,532282,0,4802,0,2239433,511,0,0
TX,48453,598095,32932,0,145695,0,0,0,0,0,0,0,0,0,0,29644,0,0,1,22526,0,0,0,0,0,0,0,0,89,0,0,0,0,0,6241,0,0,0,352,0,0,0,0,0,0,0,0,15,0,0,0,1569,0,45,0,0,0,0,0,657,0,0,0,0,0,674656,0,2328717,2665289,2733856,941375,116613,886444,6186995,42123,3591007,5162150,335767,887,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598098,32932,146016,0,0,0,29965,22529,0,0
TX,48455,131,1225,0,52,0,0,0,0,14,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,24,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,17,0,0,98,0,0,0,17,0,0,0,8,0,0,0,0,0,454697,0,571720,262585,21145,8186,1615,32,10569607,349929,531029,4239401,1465650,15314,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,131,1225,52,0,0,0,35,0,0,0
TX,48457,38,0,20,7,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,0,1,0,0,0,0,3,0,0,17,0,0,0,0,1314,273840,0,829734,172082,36367,17904,14845,55,14667287,518328,368915,3230635,4091703,10610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,38,0,7,0,0,0,111,0,0,0
TX,48459,0,0,0,510,15,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,255223,0,291521,663054,92414,27294,19547,579097,1872410,4076387,25812,6051494,1378749,18646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,17,0,0,75,0,0,0
TX,48461,1130,523071,0,80478,0,0,0,0,0,0,0,6700,0,0,101496,0,0,28,15,0,0,0,0,0,0,0,857,2931,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1425,0,0,0,31496,0,0,0,0,0,0,0,1757,0,0,0,0,0,39230,0,1267766,231438,31114,11823,103822,1194,3887,255,29707605,158,9071,1214,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,524454,80478,0,6700,0,102879,15,0,0
TX,48463,350723,444742,0,442861,0,15916,5767,0,13025,0,0,0,0,189183,243621,0,0,202,783258,6798,0,0,0,0,282,0,0,33370,0,0,0,0,1415,0,0,0,0,1108,7860,11259,0,0,0,0,0,0,35946,0,35585,0,56267,0,0,0,0,0,0,0,18505,0,0,0,0,0,49416,0,343327,137571,80162,51956,170556,19344,5331145,1384,31276244,94612,66384,847,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7953,0,0,0,0,0,0,38240,0,0,0,0,0,0,0,0,350723,444742,450814,0,0,0,251574,783258,0,0
TX,48465,220,1411,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,149,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,611,0,0,0,0,0,756734,0,69736,240420,202003,105225,287921,34535,126693,51179,81324345,320114,90029,64529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1411,0,0,0,0,1282,149,0,0
TX,48467,183,129,0,32,22,0,0,0,0,0,0,0,0,0,1164,0,123,0,6,0,0,0,0,0,0,0,0,3568,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,1238,0,3,0,0,0,14,0,2,0,0,0,0,0,440814,0,636270,996426,97676,34243,12171,1517057,198350,2483305,337,14726115,1107704,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,183,129,32,145,0,0,1287,6,0,0
TX,48469,1883771,706747,50063,181462,25525,0,0,0,0,0,0,0,0,193,828,0,136,5098,1554,2,0,0,0,0,19,0,2,14831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,4305,0,6657,0,0,0,0,0,1,0,1,0,0,0,0,20466,211311,0,821726,326842,217601,119329,25900,708725,806945,201676,2633265,12252818,1410725,382667,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883771,706747,181465,25661,0,0,967,1554,0,0
TX,48471,47539,2800,0,27118,11,0,0,0,776,0,0,0,0,0,349,0,0,0,15,0,0,0,0,0,0,0,0,73,0,0,0,345,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23078,0,0,0,2,0,11,0,252,0,0,0,0,0,337559,0,632731,494159,116470,60964,2513,6816,9476132,893992,119995,7197421,1313825,1883,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47539,2800,27118,11,0,0,349,15,0,0
TX,48473,66042,46853,130639,11311,329,272,0,0,155,0,0,0,0,0,741,0,0,0,9631,0,0,0,0,0,0,0,47,3660,0,0,0,2574,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,35838,0,113528,0,0,0,0,0,226,0,815,0,0,0,0,15,171027,0,736570,283741,168955,93144,11245,302710,875621,178679,239,9495833,688084,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66042,46853,11311,329,0,0,741,9631,0,0
TX,48475,0,1643,0,235,0,0,20,0,0,0,0,16,0,0,2210,0,0,14,0,1,0,0,0,0,0,0,2306,2551,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,692,0,0,0,0,0,23647,0,673521,221364,95923,24038,129569,73,38,53,20440716,23466,4079,25,254,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,1149,0,16,0,3124,0,0,0
TX,48477,7381,18637,0,10641,19,1077,0,0,81,0,0,0,0,0,13615,0,0,0,15,0,0,0,0,0,0,0,953,734,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,1139,0,0,0,0,0,0,0,2,0,0,0,0,0,344572,0,686532,217225,107206,29627,2899,832946,701158,38675,45,12295180,786973,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,18637,10641,19,0,0,13615,15,0,0
TX,48479,1,680,0,78,0,169,9,0,0,0,0,0,0,235,5,0,0,1077,5,0,0,0,0,0,0,1376,106,3208,0,0,0,0,15,2602,0,0,0,0,0,0,0,0,3,0,0,0,43,0,4,0,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,348960,0,477859,864468,954578,452498,97990,8441,12522,20838,81041444,2939209,113364,58783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,680,78,0,0,0,5,5,0,0
TX,48481,4334062,2910322,1001002,492534,38946,0,0,0,0,0,0,0,0,32028,7161,0,7793,0,10,0,0,0,0,0,9154,0,0,53408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112983,0,826884,0,0,0,0,0,211,0,4679,0,0,0,0,37000,248455,0,974141,298247,122591,38984,46634,397389,888119,87843,2276,13971493,1397580,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334062,2910322,492534,46739,0,0,14954,10,0,0
TX,48483,22247,534559,0,260127,29,0,19691,0,0,0,0,3216,0,0,447371,0,0,93302,7914,13659,0,0,0,0,0,0,44256,11620,0,0,0,2,348,188,0,0,0,6595,0,0,0,0,8721,0,0,0,0,0,219,26592,17916,0,0,0,0,0,0,0,0,0,0,0,0,0,18633,0,242603,148248,143144,33795,247430,328918,69296,46064,3870948,16691848,87259,28009,0,163580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24612,0,0,8103,0,0,0,0,0,12219,0,24008,0,0,0,0,0,0,0,0,0,0,0,0,0,46859,558567,272346,29,3216,0,508210,7914,0,0
TX,48485,261071,330762,0,79266,515,0,4,0,0,0,0,9042,0,0,2288297,0,1,4044,16527,7587,0,0,0,0,0,0,238,5325,0,0,0,5,0,5099,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9812,0,19315,0,316,0,0,0,0,0,880,0,0,0,0,0,146242,0,511136,536956,532595,224928,185046,246453,506,962,480596,10456961,41,3057,0,7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8958,0,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,261082,341763,88224,516,9042,0,2308268,16527,0,0
TX,48487,145228,968503,0,261312,4353,0,26695,0,0,0,0,1154,0,0,4334104,0,905,880,11542,6949,0,0,0,0,0,0,205507,89973,1,0,0,7669,0,92410,0,0,0,0,0,0,0,0,23233,0,0,0,0,0,9362,5784,15312,0,0,0,0,0,0,0,158,0,0,0,0,0,154027,0,387874,77805,55409,33153,132409,131649,1223,29594,6474045,11543544,4758,20933,0,7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,6,0,0,0,0,0,66299,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,145886,968793,327611,5258,1154,0,4402256,11542,0,0
TX,48489,209022,2460238,0,3815914,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,303,29218,0,0,0,0,0,4,8076,0,0,3680,3567,0,0,0,611,0,0,0,54773,0,0,0,92649,0,0,0,0,0,0,18,0,0,0,0,0,0,165093,0,219094,115745,45951,14582,179592,6353,221389,25547,2710198,3963876,619,1190904,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,209022,2460238,3815914,8,0,0,0,0,0,0
TX,48491,3913422,241604,0,231128,534,0,0,0,0,0,0,462,0,0,255823,0,6,60,112545,0,0,0,0,0,0,0,0,13512,0,0,0,0,13,4511,0,0,0,266,0,0,0,0,0,0,0,0,2772,234,2100,0,16045,0,7,0,0,0,0,0,13,0,0,0,0,0,310002,0,1849397,1346335,1725017,413167,400797,758191,2697882,24151,2184091,12500235,373188,3575,0,826,0,0,0,0,0,2,0,0,0,0,0,0,0,0,149,0,0,0,0,0,57,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913479,241604,231903,540,462,0,256604,112602,0,0
TX,48493,284000,37107,0,180013,2359,0,1119,0,0,0,0,0,0,42215,7336,0,0,6127,58011,262,0,0,0,0,0,0,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,6250,0,5867,0,0,0,0,0,0,0,7634,0,0,0,0,0,54751,0,855514,227451,73925,30556,36536,970352,6164,1481,6989086,10856047,189955,684,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284000,37107,180025,2359,0,0,7348,58011,0,0
TX,48495,0,5528,0,73,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17926,0,336032,74919,48189,13831,411529,5,0,0,20867718,8197,3540,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5528,73,0,0,0,0,0,0,0
TX,48497,31640,174,0,46909,4,0,29,0,37,0,0,0,0,0,155269,0,0,383,463,1,0,0,0,0,0,0,12,1048,0,0,0,0,0,353,0,0,0,0,0,0,0,0,79,0,0,0,0,0,3004,0,8145,0,485,0,0,0,0,0,218,0,0,0,0,0,547237,0,904387,604462,377780,89733,92318,3795276,21698,2,1466,17212340,1837,421,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31640,174,46909,4,0,0,155269,463,0,0
TX,48499,261,0,0,35,355,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,1172998,0,350635,843096,70782,39246,14051,843094,626220,4299852,21905,7421910,2310030,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,35,355,0,0,853,0,0,0
TX,48501,13269,5792072,0,20604,18632,407,841402,0,0,0,0,21747,0,0,129761,0,8596,44232,5635,41750,0,0,0,0,0,0,18117,7360,0,0,0,0,0,0,0,0,0,879,0,0,0,0,18,0,0,0,2354,0,6,0,2633,0,1,32,2893,0,0,0,20692,0,0,0,0,0,4233,0,785130,62747,23772,16204,37615,267,0,0,12710500,8735,2100,3545,2458,18513,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,22,0,0,14652,0,0,0,0,0,7628,0,21876,0,0,0,0,0,0,0,0,0,0,0,0,0,13291,5813948,28232,27228,21747,0,167883,5635,0,0
TX,48503,244,52328,0,47835,96,0,0,0,0,0,0,3621,0,0,1560189,0,0,8,6397,18,0,0,0,0,0,0,0,10341,0,0,0,5,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,299,0,777,0,6130,0,248,0,0,0,0,0,0,0,0,0,0,0,292497,0,528678,157442,74666,24317,34649,2241209,474657,11,250218,18205931,29135,14376,0,78628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,52328,60372,96,3621,0,1572726,6397,0,0
