st_co,CRCT_ST_CO,GEOID,DRY1997NUM,DRY1997CAL,HOG1997NUM,HOG1997CAL,BRL1997NUM,BRL1997CAL,LAY1997NUM,LAY1997CAL,ALL1997AU,COW2002NUM,COW2002CAL,DRY2002NUM,DRY2002CAL,HOG2002NUM,HOG2002CAL,BRL2002NUM,BRL2002CAL,LAY2002NUM,LAY2002CAL,ALL2002AU,COW2007NUM,COW2007CAL,DRY2007NUM,DRY2007CAL,HOG2007NUM,HOG2007CAL,BRL2007NUM,BRL2007CAL,LAY2007NUM,LAY2007CAL,ALL2007AU,COW2012NUM,COW2012CAL,DRY2012NUM,DRY2012CAL,HOG2012NUM,HOG2012CAL,BRL2012NUM,BRL2012CAL,LAY2012NUM,LAY2012CAL,ALL2012AU,COW2017FAC,COW2017NUM,COW2017CALC,DRY2017FAC,DRY2017NUM,DRY2017CAL,HOG2017FAC,HOG2017NUM,HOG2017CAL,BRL2017FAC,BRL2017NUM ,BRL2017CAL,LAY2017FAC,LAY2017NUM,LAY2017CAL,ALL2017AU
Texas_Hood,Texas_Hood,48221, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Hopkins,Texas_Hopkins,48223,7583,N, ,N,904333,Y, ,N,3013.2376, ,N,11440,N, ,N,3924805,Y, ,N,24085, ,N,17609,N, ,N,4591302,Y, ,N,33887,,N,14491,N,,N,4201582,Y,,N,28817,,,,16,19884,n,,,,36,5963968.918,y,,,,39268.19162
Texas_Houston,Texas_Houston,48225,906,Y,12594,Y,180867,Y, ,N,1905.5574, ,N, ,N,42831,Y, ,N, ,N,4712, ,N, ,N,100042,Y, ,N, ,N,11006,,N,,N,99165,Y,,N,1347245,Y,16298,,,,,,,1,62890,y,6,993994.8197,y,,,,9104.688603
Texas_Howard,Texas_Howard,48227, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Hudspeth,Texas_Hudspeth,48229, ,N,25188,Y, ,N, ,N,2770.68, ,N, ,N, ,N, ,N, ,N,, ,N,2116,Y, ,N, ,N, ,N,2859,,N,2169,Y,,N,,N,,N,2931,,,,1,2384.869565,y,,,,,,,,,,3136.103478
Texas_Hunt,Texas_Hunt,48231, ,N, ,N, ,N, ,N,0, ,N,1319,Y, ,N, ,N, ,N,1782, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Hutchinson,Texas_Hutchinson,48233, ,N, ,N, ,N, ,N,0,14490,Y, ,N, ,N, ,N, ,N,12711,14276,Y,2116,Y, ,N, ,N, ,N,15382,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Irion,Texas_Irion,48235, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jack,Texas_Jack,48237, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jackson,Texas_Jackson,48239, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jasper,Texas_Jasper,48241, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jeff Davis,Texas_JeffDavis,48243, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,14276,Y, ,N, ,N, ,N, ,N,12523,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jefferson,Texas_Jefferson,48245, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jim Hogg,Texas_JimHogg,48247, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Jim Wells,Texas_JimWells,48249,3323,N, ,N, ,N, ,N,448.605,14490,Y,2639,Y, ,N, ,N, ,N,16277,28552,Y,2116,Y, ,N, ,N, ,N,27905,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Johnson,Texas_Johnson,48251,5465,N,12594,Y, ,N, ,N,2123.115, ,N,4865,N, ,N, ,N, ,N,6574, ,N,2495,N, ,N, ,N, ,N,3372,,N,4338,Y,,N,,N,,N,5862,,,,1,2384.869565,y,,,,,,,,,,3136.103478
Texas_Jones,Texas_Jones,48253, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Karnes,Texas_Karnes,48255, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kaufman,Texas_Kaufman,48257, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kendall,Texas_Kendall,48259, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kenedy,Texas_Kenedy,48261, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kent,Texas_Kent,48263, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kerr,Texas_Kerr,48265, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kimble,Texas_Kimble,48267, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_King,Texas_King,48269, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kinney,Texas_Kinney,48271, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Kleberg,Texas_Kleberg,48273, ,N, ,N, ,N, ,N,0,14490,Y, ,N, ,N, ,N, ,N,12711,14276,Y, ,N, ,N, ,N, ,N,12523,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Knox,Texas_Knox,48275, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_La Salle,Texas_LaSalle,48283,906,Y, ,N, ,N, ,N,122.31,14490,Y, ,N, ,N, ,N, ,N,12711, ,N,2116,Y, ,N, ,N, ,N,2859,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Lamar,Texas_Lamar,48277,1812,Y, ,N, ,N, ,N,244.62, ,N,1319,Y, ,N, ,N, ,N,1782,28552,Y,20860,N, ,N, ,N, ,N,53235,,N,2169,Y,,N,190981,Y,,N,3351,,,,2,4769.73913,y,,,,1,165665.8033,y,,,,6636.671724
Texas_Lamb,Texas_Lamb,48279, ,N, ,N, ,N, ,N,0,28980,Y,3958,Y, ,N, ,N, ,N,30770, ,N, ,N, ,N, ,N, ,N,,43808,Y,37944,N,,N,,N,,N,89704,2,47879.47222,y,8,37301,n,,,,,,,,,,91041.11214
Texas_Lampasas,Texas_Lampasas,48281, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N, ,N, ,N, ,N,,14276,Y, ,N, ,N, ,N, ,N,12523,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Lavaca,Texas_Lavaca,48285, ,N, ,N,361733,Y,350350,Y,2197.2126, ,N, ,N, ,N,186895,Y,545904,Y,2595, ,N, ,N, ,N,399244,Y,767217,Y,3946,,N,,N,,N,190981,Y,,N,420,,,,1,2384.869565,y,,,,,,,,,,3136.103478
Texas_Lee,Texas_Lee,48287, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Leon,Texas_Leon,48289, ,N, ,N,361733,Y, ,N,795.8126, ,N, ,N, ,N,2242745,Y, ,N,4929, ,N, ,N, ,N,2195840,Y,767217,Y,7895,,N,,N,,N,6111392,Y,,N,13432,,,,,,,,,,29,4804308.295,y,,,,10569.47825
Texas_Liberty,Texas_Liberty,48291, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Limestone,Texas_Limestone,48293, ,N, ,N,180867,Y, ,N,397.9074, ,N, ,N, ,N,186895,Y, ,N,411, ,N, ,N, ,N,598865,Y, ,N,1316,,N,,N,,N,,N,,N,,,,,,,,,,,3,496997.4098,y,,,,1093.394302
Texas_Lipscomb,Texas_Lipscomb,48295, ,N, ,N, ,N, ,N,0, ,N,1319,Y,85662,Y, ,N, ,N,11206, ,N,2116,Y,200084,Y, ,N, ,N,24870,,N,2169,Y,49583,Y,,N,,N,8386,,,,1,2384.869565,y,4,251560,y,,,,,,,30807.70348
Texas_Live Oak,Texas_LiveOak,48297, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Llano,Texas_Llano,48299, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Loving,Texas_Loving,48301, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Lubbock,Texas_Lubbock,48303, ,N,12594,Y, ,N,350350,Y,2786.74,28980,Y, ,N,42831,Y, ,N,545904,Y,32317,14276,Y, ,N, ,N, ,N,767217,Y,15592,21904,Y,2169,Y,,N,,N,673622,Y,24840,1,23939.73611,y,,,,,,,,,,1,925031.5263,y,24695.27467
Texas_Lynn,Texas_Lynn,48305, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Madison,Texas_Madison,48313, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N,42831,Y,1121373,Y, ,N,7177, ,N, ,N,100042,Y,998109,Y, ,N,13200,,N,,N,99165,Y,572943,Y,,N,12169,,,,,,,1,62890,y,7,1159660.623,y,,,,9469.15337
Texas_Marion,Texas_Marion,48315, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N,199622,Y, ,N,439,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Martin,Texas_Martin,48317, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Mason,Texas_Mason,48319, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Matagorda,Texas_Matagorda,48321, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Maverick,Texas_Maverick,48323, ,N, ,N, ,N, ,N,0,14490,Y, ,N, ,N, ,N, ,N,12711,14276,Y, ,N, ,N, ,N, ,N,12523,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_McCulloch,Texas_McCulloch,48307, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_McLennan,Texas_McLennan,48309,1703,N, ,N, ,N,350350,Y,1631.305, ,N,2639,Y, ,N, ,N, ,N,3566,14276,Y,1761,N, ,N,199622,Y,767217,Y,18411,,N,4338,Y,,N,190981,Y,673622,Y,8977,,,,2,4769.73913,y,,,,,,,,,,6272.206957
Texas_McMullen,Texas_McMullen,48311, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Medina,Texas_Medina,48325, ,N, ,N, ,N, ,N,0,14490,Y, ,N, ,N, ,N, ,N,12711,14276,Y, ,N, ,N, ,N, ,N,12523,21904,Y,,N,,N,,N,,N,19214,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_Menard,Texas_Menard,48327, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Midland,Texas_Midland,48329,906,Y, ,N, ,N, ,N,122.31, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,2169,Y,,N,,N,,N,2931,,,,,,,,,,,,,,,,0
Texas_Milam,Texas_Milam,48331, ,N, ,N,361733,Y, ,N,795.8126,28980,Y, ,N, ,N,934477,Y, ,N,27475, ,N, ,N, ,N,998109,Y, ,N,2194,,N,,N,,N,763924,Y,1347245,Y,7068,,,,,,,,,,5,828329.0164,y,1,925031.5263,y,5522.449941
Texas_Mills,Texas_Mills,48333,1812,Y, ,N, ,N, ,N,244.62, ,N,1319,Y,42831,Y, ,N, ,N,6494, ,N,4231,Y, ,N, ,N, ,N,5718,,N,4338,Y,,N,,N,,N,5862,,,,2,4769.73913,y,,,,,,,,,,6272.206957
Texas_Mitchell,Texas_Mitchell,48335, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Montague,Texas_Montague,48337, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Montgomery,Texas_Montgomery,48339, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Moore,Texas_Moore,48341, ,N,12594,Y, ,N, ,N,1385.34,128198,N, ,N,42831,Y, ,N, ,N,117166,71380,Y,2116,Y,100042,Y, ,N, ,N,76479,65712,Y,4338,Y,,N,,N,,N,63504,2,47879.47222,y,6,40525,n,,,,,,,,,,95280.67214
Texas_Morris,Texas_Morris,48343, ,N, ,N,723466,Y, ,N,1591.6252, ,N, ,N, ,N,934477,Y, ,N,2054, ,N, ,N, ,N,2395462,Y, ,N,5265,,N,,N,,N,1336867,Y,,N,2938,,,,,,,,,,11,1822323.836,y,,,,4009.112439
Texas_Motley,Texas_Motley,48345, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Nacogdoches,Texas_Nacogdoches,48347,906,Y, ,N,8138993,Y, ,N,18028.0946, ,N,1319,Y, ,N,13830264,Y, ,N,32178, ,N, ,N, ,N,13973528,Y, ,N,30711,,N,,N,,N,14323576,Y,,N,31480,,,,,,,,,,96,15903917.11,y,,,,34988.61765
Texas_Navarro,Texas_Navarro,48349, ,N, ,N, ,N, ,N,0, ,N,1319,Y, ,N, ,N, ,N,1782, ,N,2116,Y, ,N, ,N, ,N,2859,,N,2169,Y,,N,,N,,N,2931,,,,1,2384.869565,y,,,,,,,,,,3136.103478
Texas_Newton,Texas_Newton,48351, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Nolan,Texas_Nolan,48353, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Nueces,Texas_Nueces,48355, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Ochiltree,Texas_Ochiltree,48357, ,N,37783,Y, ,N, ,N,4156.13,43470,Y, ,N,85662,Y, ,N, ,N,47556,75743,N, ,N,100042,Y, ,N, ,N,77447,65712,Y,,N,49583,Y,,N,,N,63097,2,47879.47222,y,,,,1,62890,y,,,,,,,48908.19714
Texas_Oldham,Texas_Oldham,48359, ,N, ,N, ,N, ,N,0,28980,Y, ,N, ,N, ,N, ,N,25421,28552,Y, ,N, ,N, ,N, ,N,25046,43808,Y,,N,,N,,N,,N,38428,2,47879.47222,y,,,,,,,,,,,,,41990.29714
Texas_Orange,Texas_Orange,48361, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Palo Pinto,Texas_PaloPinto,48363, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Panola,Texas_Panola,48365, ,N, ,N,1808665,Y, ,N,3979.063, ,N, ,N, ,N,2616536,Y, ,N,5751, ,N, ,N, ,N,2794706,Y, ,N,6142,,N,,N,,N,2864715,Y,,N,6296,,,,,,,,,,23,3810313.475,y,,,,8382.689646
Texas_Parker,Texas_Parker,48367,3400,N, ,N, ,N, ,N,459, ,N,2639,Y, ,N, ,N, ,N,3566,14276,Y,2116,Y, ,N, ,N, ,N,15382,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Parmer,Texas_Parmer,48369,906,Y, ,N, ,N, ,N,122.31,256995,N,3958,Y, ,N, ,N, ,N,230783,299056,N,21156,Y, ,N, ,N, ,N,290919,219040,Y,30094,N,,N,,N,673622,Y,235502,6,143638.4167,y,11,26233.56522,y,,,,,,,1,925031.5263,y,164168.1558
Texas_Pecos,Texas_Pecos,48371, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Polk,Texas_Polk,48373, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Potter,Texas_Potter,48375, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,49583,Y,,N,,N,5455,,,,,,,,,,,,,,,,0
Texas_Presidio,Texas_Presidio,48377, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Rains,Texas_Rains,48379, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Randall,Texas_Randall,48381,906,Y, ,N, ,N, ,N,122.31,126738,N, ,N, ,N, ,N, ,N,111174,142281,N, ,N, ,N, ,N, ,N,124808,145683,N,,N,,N,,N,,N,127792,4,157325,n,,,,,,,,,,,,,137974.025
Texas_Reagan,Texas_Reagan,48383, ,N,12594,Y, ,N, ,N,1385.34, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Real,Texas_Real,48385, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Red River,Texas_RedRiver,48387,906,Y, ,N, ,N, ,N,122.31, ,N,1319,Y, ,N,186895,Y, ,N,2193, ,N, ,N, ,N,399244,Y, ,N,877,,N,,N,,N,190981,Y,,N,420,,,,,,,,,,5,828329.0164,y,1,925031.5263,y,5522.449941
Texas_Reeves,Texas_Reeves,48389,906,Y, ,N, ,N, ,N,122.31, ,N,3058,N, ,N, ,N, ,N,4132, ,N,4231,Y, ,N, ,N, ,N,5718,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Refugio,Texas_Refugio,48391, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Roberts,Texas_Roberts,48393, ,N, ,N, ,N, ,N,0,14490,Y, ,N, ,N, ,N, ,N,12711,14276,Y, ,N, ,N, ,N, ,N,12523,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Robertson,Texas_Robertson,48395, ,N, ,N,180867,Y, ,N,397.9074, ,N, ,N, ,N,2616536,Y, ,N,5751, ,N,2116,Y, ,N,2794706,Y, ,N,9001,,N,2169,Y,,N,3246677,Y,,N,10067,,,,1,2384.869565,y,,,,19,3147650.262,y,,,,10060.93406
Texas_Rockwall,Texas_Rockwall,48397, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Runnels,Texas_Runnels,48399, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,2116,Y, ,N, ,N, ,N,2859,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Rusk,Texas_Rusk,48401, ,N, ,N,542600,Y, ,N,1193.72, ,N, ,N, ,N,1308268,Y, ,N,2875, ,N, ,N, ,N,1596975,Y, ,N,3510,,N,,N,,N,1909810,Y,,N,4197,,,,,,,,,,23,3810313.475,y,,,,8382.689646
Texas_Sabine,Texas_Sabine,48403, ,N, ,N,542600,Y, ,N,1193.72, ,N, ,N, ,N,560686,Y, ,N,1232, ,N, ,N, ,N,399244,Y, ,N,877,,N,,N,,N,572943,Y,,N,1259,,,,,,,,,,1,165665.8033,y,,,,364.4647672
Texas_San Augustine,Texas_SanAugustine,48405, ,N, ,N,1446932,Y, ,N,3183.2504, ,N, ,N, ,N,2055850,Y, ,N,4518, ,N, ,N, ,N,3393571,Y, ,N,7458,,N,,N,,N,3628639,Y,,N,7975,,,,,,,,,,15,2484987.049,y,,,,5466.971508
Texas_San Jacinto,Texas_SanJacinto,48407, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_San Patricio,Texas_SanPatricio,48409, ,N, ,N, ,N, ,N,0,28980,Y, ,N, ,N, ,N, ,N,25421,28552,Y, ,N, ,N, ,N, ,N,25046,43808,Y,,N,,N,,N,,N,38428,1,23939.73611,y,,,,,,,,,,,,,20995.14857
Texas_San Saba,Texas_SanSaba,48411, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Schleicher,Texas_Schleicher,48413, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Scurry,Texas_Scurry,48415,906,Y, ,N, ,N, ,N,122.31,14490,Y,1319,Y, ,N, ,N, ,N,14493, ,N,2116,Y, ,N, ,N, ,N,2859,,N,2169,Y,,N,,N,,N,2931,,,,1,2384.869565,y,,,,,,,,,,3136.103478
Texas_Shackelford,Texas_Shackelford,48417, ,N, ,N, ,N, ,N,0,14490,Y, ,N, ,N, ,N, ,N,12711,14276,Y, ,N, ,N, ,N, ,N,12523,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Shelby,Texas_Shelby,48419, ,N, ,N,11032858,Y,700699,Y,27075.0836, ,N, ,N, ,N,16820591,Y,1637711,Y,43519, ,N, ,N, ,N,20161805,Y,767217,Y,47381,,N,,N,,N,18907120,Y,673622,Y,44249,,,,,,,,,,97,16069582.92,y,2,1850063.053,y,42753.33463
Texas_Sherman,Texas_Sherman,48421, ,N,12594,Y, ,N, ,N,1385.34,115468,N, ,N,42831,Y, ,N, ,N,106000,71380,Y, ,N, ,N, ,N, ,N,62614,112499,N,2169,Y,,N,,N,,N,101615,3,154230,n,1,2384.869565,y,2,125780,y,,,,,,,152231.6135
Texas_Smith,Texas_Smith,48423,906,Y, ,N, ,N, ,N,122.31, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Somervell,Texas_Somervell,48425, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Texas_Starr,Texas_Starr,48427, ,N, ,N, ,N, ,N,0,43470,Y, ,N, ,N, ,N, ,N,38132,28552,Y, ,N, ,N, ,N, ,N,25046,17443,N,,N,,N,,N,,N,15301,2,47879.47222,y,,,,,,,,,,,,,41990.29714
Texas_Stephens,Texas_Stephens,48429, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
